obscd_wl,korObs_wl,region_wl,lat_wl,lon_wl,rank,stn_id_aws,stn_ko_aws,lat_aws,lon_aws,addr_aws,distance_km,weight_exp,reliability
1013610,춘천시(효자교),한강,37.8675,127.7275,1,101,춘천,37.90262,127.7357,강원특별자치도 춘천시 우두동,3.97,0.6723,A_매우신뢰
1013610,춘천시(효자교),한강,37.8675,127.7275,2,93,북춘천,37.94738,127.75443,강원특별자치도 춘천시 신북읍 산천리,9.19,0.3989,B_신뢰
1013610,춘천시(효자교),한강,37.8675,127.7275,3,978,춘천신북,37.95461,127.77626,강원특별자치도 춘천시 신북읍 유포리,10.59,0.3468,C_보통
1013620,목동교,한강,37.883056,127.548333,1,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,1.7,0.8437,A_매우신뢰
1013620,목동교,한강,37.883056,127.548333,2,455,경기가평,37.84598,127.50083,경기도 가평군 가평읍 읍내리,5.86,0.5565,B_신뢰
1013620,목동교,한강,37.883056,127.548333,3,675,남이섬,37.78978,127.52769,강원특별자치도 춘천시 남산면 방하리,10.53,0.3489,C_보통
1013635,의암댐,한강,37.838056,127.673611,1,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,5.92,0.5532,B_신뢰
1013635,의암댐,한강,37.838056,127.673611,2,101,춘천,37.90262,127.7357,강원특별자치도 춘천시 우두동,9.01,0.4062,B_신뢰
1013635,의암댐,한강,37.838056,127.673611,3,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,12.58,0.2842,C_보통
1013637,춘천시(소양2교),한강,37.893056,127.7225,1,101,춘천,37.90262,127.7357,강원특별자치도 춘천시 우두동,1.57,0.8547,A_매우신뢰
1013637,춘천시(소양2교),한강,37.893056,127.7225,2,93,북춘천,37.94738,127.75443,강원특별자치도 춘천시 신북읍 산천리,6.66,0.5138,B_신뢰
1013637,춘천시(소양2교),한강,37.893056,127.7225,3,978,춘천신북,37.95461,127.77626,강원특별자치도 춘천시 신북읍 유포리,8.31,0.4356,B_신뢰
1013643,춘천시(팔미3교),한강,37.82,127.701389,1,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,6.09,0.5439,B_신뢰
1013643,춘천시(팔미3교),한강,37.82,127.701389,2,101,춘천,37.90262,127.7357,강원특별자치도 춘천시 우두동,9.67,0.3802,B_신뢰
1013643,춘천시(팔미3교),한강,37.82,127.701389,3,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,14.88,0.2258,C_보통
1013645,춘천시(강촌교),한강,37.8175,127.633611,1,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,3.09,0.7342,A_매우신뢰
1013645,춘천시(강촌교),한강,37.8175,127.633611,2,675,남이섬,37.78978,127.52769,강원특별자치도 춘천시 남산면 방하리,9.8,0.3753,B_신뢰
1013645,춘천시(강촌교),한강,37.8175,127.633611,3,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,11.46,0.3179,C_보통
1013650,가평군(제령교),한강,37.895278,127.530278,1,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,1.95,0.8228,A_매우신뢰
1013650,가평군(제령교),한강,37.895278,127.530278,2,455,경기가평,37.84598,127.50083,경기도 가평군 가평읍 읍내리,6.06,0.5455,B_신뢰
1013650,가평군(제령교),한강,37.895278,127.530278,3,675,남이섬,37.78978,127.52769,강원특별자치도 춘천시 남산면 방하리,11.73,0.3094,C_보통
1013651,가평군(화악교),한강,37.921111,127.566389,1,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,2.85,0.752,A_매우신뢰
1013651,가평군(화악교),한강,37.921111,127.566389,2,455,경기가평,37.84598,127.50083,경기도 가평군 가평읍 읍내리,10.14,0.3628,C_보통
1013651,가평군(화악교),한강,37.921111,127.566389,3,675,남이섬,37.78978,127.52769,강원특별자치도 춘천시 남산면 방하리,14.99,0.2234,C_보통
1013652,가평천,한강,37.874722,127.527778,1,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,3.37,0.7139,A_매우신뢰
1013652,가평천,한강,37.874722,127.527778,2,455,경기가평,37.84598,127.50083,경기도 가평군 가평읍 읍내리,3.98,0.6717,A_매우신뢰
1013652,가평천,한강,37.874722,127.527778,3,675,남이섬,37.78978,127.52769,강원특별자치도 춘천시 남산면 방하리,9.45,0.3887,B_신뢰
1013655,가평군(가평교),한강,37.831389,127.518056,1,455,경기가평,37.84598,127.50083,경기도 가평군 가평읍 읍내리,2.22,0.8009,A_매우신뢰
1013655,가평군(가평교),한강,37.831389,127.518056,2,675,남이섬,37.78978,127.52769,강원특별자치도 춘천시 남산면 방하리,4.7,0.625,A_매우신뢰
1013655,가평군(가평교),한강,37.831389,127.518056,3,531,가평북면,37.89807,127.55219,경기도 가평군 북면 소법리,8.0,0.4493,B_신뢰
1014618,홍천군(용호대교),한강,37.77,128.153333,1,535,서석,37.71701,128.18265,강원특별자치도 홍천군 서석면 풍암리,6.43,0.5257,B_신뢰
1014618,홍천군(용호대교),한강,37.77,128.153333,2,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,15.02,0.2227,D_주의
1014618,홍천군(용호대교),한강,37.77,128.153333,3,561,청일,37.58219,128.15275,강원특별자치도 횡성군 청일면 유동리,20.88,0.1239,E_부적합
1014620,홍천군(용선교),한강,37.813333,128.065278,1,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,7.73,0.4616,B_신뢰
1014620,홍천군(용선교),한강,37.813333,128.065278,2,535,서석,37.71701,128.18265,강원특별자치도 홍천군 서석면 풍암리,14.87,0.226,C_보통
1014620,홍천군(용선교),한강,37.813333,128.065278,3,585,신남,37.95996,128.0742,강원특별자치도 인제군 남면 신풍리,16.32,0.1955,D_주의
1014622,홍천군(지다치교),한강,37.819722,128.005,1,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,4.08,0.665,A_매우신뢰
1014622,홍천군(지다치교),한강,37.819722,128.005,2,585,신남,37.95996,128.0742,강원특별자치도 인제군 남면 신풍리,16.73,0.1877,D_주의
1014622,홍천군(지다치교),한강,37.819722,128.005,3,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,18.68,0.1544,D_주의
1014630,홍천군(주음치교),한강,37.784444,127.983333,1,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,0.3,0.9704,A_매우신뢰
1014630,홍천군(주음치교),한강,37.784444,127.983333,2,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,14.41,0.2367,C_보통
1014630,홍천군(주음치교),한강,37.784444,127.983333,3,535,서석,37.71701,128.18265,강원특별자치도 홍천군 서석면 풍암리,19.06,0.1487,D_주의
1014635,홍천강(성포교),한강,37.763333,127.974167,1,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,2.78,0.7573,A_매우신뢰
1014635,홍천강(성포교),한강,37.763333,127.974167,2,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,12.11,0.2979,C_보통
1014635,홍천강(성포교),한강,37.763333,127.974167,3,535,서석,37.71701,128.18265,강원특별자치도 홍천군 서석면 풍암리,19.04,0.149,D_주의
1014637,홍천군(군업1교),한강,37.753333,128.001944,1,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,4.08,0.665,A_매우신뢰
1014637,홍천군(군업1교),한강,37.753333,128.001944,2,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,13.2,0.2671,C_보통
1014637,홍천군(군업1교),한강,37.753333,128.001944,3,535,서석,37.71701,128.18265,강원특별자치도 홍천군 서석면 풍암리,16.4,0.194,D_주의
1014640,홍천군(굴운교),한강,37.738611,127.941389,1,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,6.56,0.5189,B_신뢰
1014640,홍천군(굴운교),한강,37.738611,127.941389,2,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,8.13,0.4435,B_신뢰
1014640,홍천군(굴운교),한강,37.738611,127.941389,3,349,시동,37.59997,127.84308,강원특별자치도 홍천군 남면 시동리,17.68,0.1707,D_주의
1014645,홍천군(귀미뜰교),한강,37.696389,127.9425,1,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,5.64,0.5689,B_신뢰
1014645,홍천군(귀미뜰교),한강,37.696389,127.9425,2,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,10.72,0.3423,C_보통
1014645,홍천군(귀미뜰교),한강,37.696389,127.9425,3,349,시동,37.59997,127.84308,강원특별자치도 홍천군 남면 시동리,13.84,0.2506,C_보통
1014648,홍천강(남산교),한강,37.686111,127.889722,1,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,0.86,0.9176,A_매우신뢰
1014648,홍천강(남산교),한강,37.686111,127.889722,2,349,시동,37.59997,127.84308,강원특별자치도 홍천군 남면 시동리,10.42,0.3527,C_보통
1014648,홍천강(남산교),한강,37.686111,127.889722,3,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,13.95,0.2478,C_보통
1014650,홍천군(홍천교),한강,37.687222,127.878889,1,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,0.42,0.9589,A_매우신뢰
1014650,홍천군(홍천교),한강,37.687222,127.878889,2,349,시동,37.59997,127.84308,강원특별자치도 홍천군 남면 시동리,10.2,0.3606,C_보통
1014650,홍천군(홍천교),한강,37.687222,127.878889,3,522,화촌,37.78712,127.9838,강원특별자치도 홍천군 화촌면 주음치리,14.44,0.236,C_보통
1014652,홍천군(화계교),한강,37.704722,127.855556,1,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,3.21,0.7254,A_매우신뢰
1014652,홍천군(화계교),한강,37.704722,127.855556,2,349,시동,37.59997,127.84308,강원특별자치도 홍천군 남면 시동리,11.7,0.3104,C_보통
1014652,홍천군(화계교),한강,37.704722,127.855556,3,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,13.78,0.2521,C_보통
1014664,홍천군(용수교),한강,37.659722,127.765833,1,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,6.44,0.5252,B_신뢰
1014664,홍천군(용수교),한강,37.659722,127.765833,2,349,시동,37.59997,127.84308,강원특별자치도 홍천군 남면 시동리,9.51,0.3864,B_신뢰
1014664,홍천군(용수교),한강,37.659722,127.765833,3,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,10.43,0.3524,C_보통
1014665,홍천군(남노일대교),한강,37.675278,127.770556,1,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,6.27,0.5342,B_신뢰
1014665,홍천군(남노일대교),한강,37.675278,127.770556,2,212,홍천,37.6836,127.88043,강원특별자치도 홍천군 홍천읍 연봉리,9.71,0.3787,B_신뢰
1014665,홍천군(남노일대교),한강,37.675278,127.770556,3,349,시동,37.59997,127.84308,강원특별자치도 홍천군 남면 시동리,10.53,0.3489,C_보통
1014680,홍천군(반곡교),한강,37.693611,127.670556,1,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,2.78,0.7573,A_매우신뢰
1014680,홍천군(반곡교),한강,37.693611,127.670556,2,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,11.06,0.3309,C_보통
1014680,홍천군(반곡교),한강,37.693611,127.670556,3,573,청운,37.55821,127.71352,경기도 양평군 청운면 용두리,15.52,0.2118,D_주의
1014690,춘천시(충의대교),한강,37.725833,127.588889,1,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,8.63,0.4219,B_신뢰
1014690,춘천시(충의대교),한강,37.725833,127.588889,2,675,남이섬,37.78978,127.52769,강원특별자치도 춘천시 남산면 방하리,8.92,0.4098,B_신뢰
1014690,춘천시(충의대교),한강,37.725833,127.588889,3,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,9.95,0.3697,B_신뢰
1014695,한덕교,한강,37.672222,127.613333,1,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,7.84,0.4566,B_신뢰
1014695,한덕교,한강,37.672222,127.613333,2,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,10.44,0.352,C_보통
1014695,한덕교,한강,37.672222,127.613333,3,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,13.42,0.2613,C_보통
1014696,홍천군(모곡교),한강,37.671944,127.605,1,558,팔봉,37.68614,127.70066,강원특별자치도 홍천군 서면 팔봉리,8.57,0.4244,B_신뢰
1014696,홍천군(모곡교),한강,37.671944,127.605,2,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,9.71,0.3787,B_신뢰
1014696,홍천군(모곡교),한강,37.671944,127.605,3,588,남산,37.79066,127.64289,강원특별자치도 춘천시 남산면 방곡리,13.61,0.2564,C_보통
1015611,가평군(신상교),한강,37.845278,127.355556,1,505,가평조종,37.82439,127.34543,경기도 가평군 조종면 현리,2.49,0.7796,A_매우신뢰
1015611,가평군(신상교),한강,37.845278,127.355556,2,476,화현,37.90132,127.28831,경기도 포천시 화현면 화현리,8.58,0.424,B_신뢰
1015611,가평군(신상교),한강,37.845278,127.355556,3,455,경기가평,37.84598,127.50083,경기도 가평군 가평읍 읍내리,12.76,0.2792,C_보통
1015620,가평군(대보교),한강,37.796111,127.370833,1,505,가평조종,37.82439,127.34543,경기도 가평군 조종면 현리,3.86,0.6798,A_매우신뢰
1015620,가평군(대보교),한강,37.796111,127.370833,2,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,7.83,0.457,B_신뢰
1015620,가평군(대보교),한강,37.796111,127.370833,3,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,12.48,0.2871,C_보통
1015630,산장제1교,한강,37.755,127.410278,1,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,2.28,0.7961,A_매우신뢰
1015630,산장제1교,한강,37.755,127.410278,2,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,8.31,0.4356,B_신뢰
1015630,산장제1교,한강,37.755,127.410278,3,505,가평조종,37.82439,127.34543,경기도 가평군 조종면 현리,9.59,0.3833,B_신뢰
1015636,가평군(선촌2교),한강,37.681667,127.485833,1,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,1.0,0.9048,A_매우신뢰
1015636,가평군(선촌2교),한강,37.681667,127.485833,2,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,8.62,0.4223,B_신뢰
1015636,가평군(선촌2교),한강,37.681667,127.485833,3,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,9.3,0.3946,B_신뢰
1015639,청평댐,한강,37.720833,127.424444,1,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,1.78,0.8369,A_매우신뢰
1015639,청평댐,한강,37.720833,127.424444,2,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,5.64,0.5689,B_신뢰
1015639,청평댐,한강,37.720833,127.424444,3,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,7.94,0.452,B_신뢰
1015640,가평군(청평댐),한강,37.723333,127.423056,1,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,1.48,0.8624,A_매우신뢰
1015640,가평군(청평댐),한강,37.723333,127.423056,2,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,5.76,0.5621,B_신뢰
1015640,가평군(청평댐),한강,37.723333,127.423056,3,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,8.21,0.44,B_신뢰
1015644,가평군(청평교),한강,37.734167,127.414444,1,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,0.06,0.994,A_매우신뢰
1015644,가평군(청평교),한강,37.734167,127.414444,2,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,6.33,0.531,B_신뢰
1015644,가평군(청평교),한강,37.734167,127.414444,3,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,9.57,0.384,B_신뢰
1015645,가평군(신청평대교),한강,37.718056,127.410278,1,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,1.89,0.8278,A_매우신뢰
1015645,가평군(신청평대교),한강,37.718056,127.410278,2,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,4.61,0.6307,A_매우신뢰
1015645,가평군(신청평대교),한강,37.718056,127.410278,3,485,신천,37.67617,127.49483,141 경기도 가평군 설악면 신천리,8.78,0.4156,B_신뢰
1015655,가평군(오류동교),한강,37.693056,127.365556,1,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,1.62,0.8504,A_매우신뢰
1015655,가평군(오류동교),한강,37.693056,127.365556,2,486,외서,37.73474,127.41448,경기도 가평군 청평면 청평리,6.32,0.5315,B_신뢰
1015655,가평군(오류동교),한강,37.693056,127.365556,3,484,창현,37.64656,127.31645,경기도 남양주시 화도읍 창현리,6.74,0.5097,B_신뢰
1015680,남양주시(삼봉리),한강,37.595278,127.339167,1,484,창현,37.64656,127.31645,경기도 남양주시 화도읍 창현리,6.04,0.5466,B_신뢰
1015680,남양주시(삼봉리),한강,37.595278,127.339167,2,542,청평,37.68414,127.38017,경기도 가평군 청평면 대성리,10.52,0.3492,C_보통
1015680,남양주시(삼봉리),한강,37.595278,127.339167,3,428,하남덕풍,37.55124,127.21278,경기도 하남시 덕풍동,12.17,0.2961,C_보통
1016601,용인시(마전교),한강,37.2325,127.2375,1,436,처인역삼,37.23444,127.18839,경기도 용인시 처인구 역북동,4.35,0.6473,A_매우신뢰
1016601,용인시(마전교),한강,37.2325,127.2375,2,549,용인,37.27011,127.22178,경기도 용인시 처인구 포곡읍 둔전리,4.41,0.6434,A_매우신뢰
1016601,용인시(마전교),한강,37.2325,127.2375,3,370,이동묵리,37.1789,127.25,경기도 용인시 처인구 이동읍 묵리,6.06,0.5455,B_신뢰
1016606,광주시(동림3교),한강,37.341944,127.198611,1,459,오포,37.34545,127.19675,경기도 광주시 오포읍,0.42,0.9589,A_매우신뢰
1016606,광주시(동림3교),한강,37.341944,127.198611,2,549,용인,37.27011,127.22178,경기도 용인시 처인구 포곡읍 둔전리,8.25,0.4382,B_신뢰
1016606,광주시(동림3교),한강,37.341944,127.198611,3,364,분당구,37.38276,127.11901,경기도 성남시분당구 수내동,8.37,0.433,B_신뢰
1016607,용인시(월촌교),한강,37.3325,127.239444,1,459,오포,37.34545,127.19675,경기도 광주시 오포읍,4.04,0.6676,A_매우신뢰
1016607,용인시(월촌교),한강,37.3325,127.239444,2,549,용인,37.27011,127.22178,경기도 용인시 처인구 포곡읍 둔전리,7.11,0.4912,B_신뢰
1016607,용인시(월촌교),한강,37.3325,127.239444,3,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,11.56,0.3147,C_보통
1016645,광주시(오포대교),한강,37.370556,127.239722,1,459,오포,37.34545,127.19675,경기도 광주시 오포읍,4.71,0.6244,A_매우신뢰
1016645,광주시(오포대교),한강,37.370556,127.239722,2,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,7.4,0.4771,B_신뢰
1016645,광주시(오포대교),한강,37.370556,127.239722,3,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,8.02,0.4484,B_신뢰
1016650,광주시(경안교),한강,37.406667,127.263056,1,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,3.2,0.7261,A_매우신뢰
1016650,광주시(경안교),한강,37.406667,127.263056,2,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,3.52,0.7033,A_매우신뢰
1016650,광주시(경안교),한강,37.406667,127.263056,3,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,8.45,0.4296,B_신뢰
1016651,광주시(파발교),한강,37.414167,127.256944,1,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,2.36,0.7898,A_매우신뢰
1016651,광주시(파발교),한강,37.414167,127.256944,2,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,3.27,0.7211,A_매우신뢰
1016651,광주시(파발교),한강,37.414167,127.256944,3,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,7.99,0.4498,B_신뢰
1016655,경안교,한강,37.3925,127.251667,1,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,4.8,0.6188,A_매우신뢰
1016655,경안교,한강,37.3925,127.251667,2,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,5.39,0.5833,B_신뢰
1016655,경안교,한강,37.3925,127.251667,3,459,오포,37.34545,127.19675,경기도 광주시 오포읍,7.14,0.4897,B_신뢰
1016657,광주시(부항교),한강,37.355833,127.386111,1,460,실촌,37.36887,127.40541,141 경기도 광주시 곤지암읍 만선리,2.24,0.7993,A_매우신뢰
1016657,광주시(부항교),한강,37.355833,127.386111,2,448,산북,37.40188,127.44299,경기도 여주시 산북면 상품리,7.17,0.4882,B_신뢰
1016657,광주시(부항교),한강,37.355833,127.386111,3,533,백사,37.32777,127.48073,경기도 이천시 백사면 조읍리,8.93,0.4094,B_신뢰
1016660,광주시(섬뜰교),한강,37.399167,127.292778,1,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,3.79,0.6845,A_매우신뢰
1016660,광주시(섬뜰교),한강,37.399167,127.292778,2,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,4.99,0.6071,A_매우신뢰
1016660,광주시(섬뜰교),한강,37.399167,127.292778,3,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,8.48,0.4283,B_신뢰
1016670,광주시(서하교),한강,37.428889,127.308333,1,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,2.05,0.8146,A_매우신뢰
1016670,광주시(서하교),한강,37.428889,127.308333,2,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,4.4,0.644,A_매우신뢰
1016670,광주시(서하교),한강,37.428889,127.308333,3,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,5.1,0.6005,B_신뢰
1016695,광주시(광동교),한강,37.471111,127.294167,1,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,1.1,0.8958,A_매우신뢰
1016695,광주시(광동교),한강,37.471111,127.294167,2,442,지월,37.43277,127.28566,경기도 광주시 초월읍 지월리,4.33,0.6486,A_매우신뢰
1016695,광주시(광동교),한강,37.471111,127.294167,3,546,경기광주,37.43529,127.2592,경기도 광주시 송정동,5.04,0.6041,B_신뢰
1017678,팔당댐,한강,37.525,127.284722,1,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,5.89,0.5549,B_신뢰
1017678,팔당댐,한강,37.525,127.284722,2,444,하남,37.53794,127.21367,경기도 하남시 신장동,6.43,0.5257,B_신뢰
1017678,팔당댐,한강,37.525,127.284722,3,428,하남덕풍,37.55124,127.21278,경기도 하남시 덕풍동,6.98,0.4976,B_신뢰
1017690,남양주시(팔당댐),한강,37.527222,127.283333,1,458,퇴촌,37.4747,127.30579,141 경기도 광주시 퇴촌면 오리,6.17,0.5396,B_신뢰
1017690,남양주시(팔당댐),한강,37.527222,127.283333,2,444,하남,37.53794,127.21367,경기도 하남시 신장동,6.26,0.5347,B_신뢰
1017690,남양주시(팔당댐),한강,37.527222,127.283333,3,428,하남덕풍,37.55124,127.21278,경기도 하남시 덕풍동,6.77,0.5081,B_신뢰
1018605,고안(등록문화재),한강,37.541667,127.25,1,444,하남,37.53794,127.21367,경기도 하남시 신장동,3.23,0.724,A_매우신뢰
1018605,고안(등록문화재),한강,37.541667,127.25,2,428,하남덕풍,37.55124,127.21278,경기도 하남시 덕풍동,3.45,0.7082,A_매우신뢰
1018605,고안(등록문화재),한강,37.541667,127.25,3,457,춘궁,37.522,127.19412,141 경기도 하남시 춘궁동,5.39,0.5833,B_신뢰
1018610,남양주시(팔당대교),한강,37.547778,127.239444,1,428,하남덕풍,37.55124,127.21278,경기도 하남시 덕풍동,2.38,0.7882,A_매우신뢰
1018610,남양주시(팔당대교),한강,37.547778,127.239444,2,444,하남,37.53794,127.21367,경기도 하남시 신장동,2.52,0.7772,A_매우신뢰
1018610,남양주시(팔당대교),한강,37.547778,127.239444,3,457,춘궁,37.522,127.19412,141 경기도 하남시 춘궁동,4.92,0.6114,A_매우신뢰
1018611,팔당대교,한강,37.544444,127.241389,1,444,하남,37.53794,127.21367,경기도 하남시 신장동,2.55,0.7749,A_매우신뢰
1018611,팔당대교,한강,37.544444,127.241389,2,428,하남덕풍,37.55124,127.21278,경기도 하남시 덕풍동,2.63,0.7687,A_매우신뢰
1018611,팔당대교,한강,37.544444,127.241389,3,457,춘궁,37.522,127.19412,141 경기도 하남시 춘궁동,4.86,0.6151,A_매우신뢰
1018619,포천시(마명1교),한강,37.781111,127.206667,1,360,내촌면,37.7861,127.2283,경기도 포천시 내촌면 내리,1.98,0.8204,A_매우신뢰
1018619,포천시(마명1교),한강,37.781111,127.206667,2,599,광릉,37.76172,127.16977,경기도 포천시 소흘읍 직동리,3.89,0.6777,A_매우신뢰
1018619,포천시(마명1교),한강,37.781111,127.206667,3,473,가산,37.84864,127.18636,경기도 포천시 가산면 마산리,7.72,0.4621,B_신뢰
1018620,남양주시(부평교),한강,37.740278,127.196667,1,599,광릉,37.76172,127.16977,경기도 포천시 소흘읍 직동리,3.36,0.7146,A_매우신뢰
1018620,남양주시(부평교),한강,37.740278,127.196667,2,451,오남,37.69851,127.20483,경기도 남양주시 오남읍 양지리,4.7,0.625,A_매우신뢰
1018620,남양주시(부평교),한강,37.740278,127.196667,3,360,내촌면,37.7861,127.2283,경기도 포천시 내촌면 내리,5.8,0.5599,B_신뢰
1018623,남양주시(연평대교),한강,37.71,127.182222,1,451,오남,37.69851,127.20483,경기도 남양주시 오남읍 양지리,2.36,0.7898,A_매우신뢰
1018623,남양주시(연평대교),한강,37.71,127.182222,2,599,광릉,37.76172,127.16977,경기도 포천시 소흘읍 직동리,5.85,0.5571,B_신뢰
1018623,남양주시(연평대교),한강,37.71,127.182222,3,541,남양주,37.63405,127.15055,경기도 남양주시 진건읍 배양리,8.89,0.4111,B_신뢰
1018625,남양주시(내곡교),한강,37.691667,127.164722,1,451,오남,37.69851,127.20483,경기도 남양주시 오남읍 양지리,3.61,0.697,A_매우신뢰
1018625,남양주시(내곡교),한강,37.691667,127.164722,2,541,남양주,37.63405,127.15055,경기도 남양주시 진건읍 배양리,6.53,0.5205,B_신뢰
1018625,남양주시(내곡교),한강,37.691667,127.164722,3,599,광릉,37.76172,127.16977,경기도 포천시 소흘읍 직동리,7.8,0.4584,B_신뢰
1018628,행주(등록문화재),한강,37.598611,126.810556,1,404,강서,37.5739,126.82953,서울특별시 강서구 화곡동,3.22,0.7247,A_매우신뢰
1018628,행주(등록문화재),한강,37.598611,126.810556,2,450,주교,37.59834,126.84896,경기도 고양시덕양구 현천동,3.38,0.7132,A_매우신뢰
1018628,행주(등록문화재),한강,37.598611,126.810556,3,441,김포,37.60758,126.76244,경기도 김포시 고촌읍 풍곡리,4.35,0.6473,A_매우신뢰
1018630,남양주시(진관교),한강,37.65,127.151944,1,541,남양주,37.63405,127.15055,경기도 남양주시 진건읍 배양리,1.78,0.8369,A_매우신뢰
1018630,남양주시(진관교),한강,37.65,127.151944,2,368,수택동,37.59924,127.15029,경기도 구리시 수택동,5.65,0.5684,B_신뢰
1018630,남양주시(진관교),한강,37.65,127.151944,3,407,노원,37.62186,127.09192,서울특별시 노원구 공릉동,6.14,0.5412,B_신뢰
1018635,남양주시(퇴계원리),한강,37.645,127.138056,1,541,남양주,37.63405,127.15055,경기도 남양주시 진건읍 배양리,1.64,0.8487,A_매우신뢰
