station_id,station_name,stream_code,upstream_1,upstream_1_name,upstream_1_lag0,upstream_2,upstream_2_name,upstream_2_lag0,fix_1,fix_2
1002610,평창군(장평교),1002,1002605,평창군(이목정교),False,,,,,R1_lag0
1002615,평창군(진전교),1002,1002610,평창군(장평교),False,1002605,평창군(이목정교),False,,
1002625,평창군(선애교),1002,1002615,평창군(진전교),False,1002610,평창군(장평교),False,,
1002626,평창군(바이오교),1002,1002625,평창군(선애교),False,1002615,평창군(진전교),False,,
1002635,평창군(사초교),1002,1002626,평창군(바이오교),False,1002625,평창군(선애교),False,,
1002636,평창군(하방림교),1002,1002635,평창군(사초교),False,1002626,평창군(바이오교),False,,
1002640,평창군(상방림교),1002,1002636,평창군(하방림교),False,1002635,평창군(사초교),False,,
1002650,평창군(평창교),1002,1002640,평창군(상방림교),False,1002636,평창군(하방림교),False,,
1002655,영월군(판운교),1002,1002650,평창군(평창교),False,1002640,평창군(상방림교),False,,
1002670,횡성군(둔방내리),1002,,,,,,,주천강역류,주천강역류
1002675,횡성군(안흥교),1002,1002670,횡성군(둔방내리),False,1002655,영월군(판운교),False,,
1002680,영월군(두학교),1002,1002675,횡성군(안흥교),False,1002670,횡성군(둔방내리),False,,
1002685,영월군(주천교),1002,1002680,영월군(두학교),False,1002675,횡성군(안흥교),False,,
1002687,영월군(신천교),1002,1002685,영월군(주천교),False,1002680,영월군(두학교),False,,
1002691,영월군(화병교),1002,1002687,영월군(신천교),False,1002685,영월군(주천교),False,,
1002693,영월군(농공단지교),1002,1002691,영월군(화병교),False,1002687,영월군(신천교),False,,
1002694,영월군(연당교),1002,1002693,영월군(농공단지교),False,1002691,영월군(화병교),False,,
1002698,영월군(팔괴교),1002,1002694,영월군(연당교),False,1002693,영월군(농공단지교),False,,
1003603,영월군(내리2교),1003,,,,,,,R1_lag0,R1_lag0
1003605,영월군(충혼교),1003,1003603,영월군(내리2교),False,,,,,R1_lag0
1003620,영월군(옥동교),1003,1003605,영월군(충혼교),False,1003603,영월군(내리2교),False,,
1003625,영월군(각동교),1003,1003620,영월군(옥동교),False,1003605,영월군(충혼교),False,,
1003626,단양군(들골교),1003,1003625,영월군(각동교),False,1003620,영월군(옥동교),False,,
1003632,단양군(북벽교),1003,1003626,단양군(들골교),False,1003625,영월군(각동교),False,,
1003636,단양군(가대교),1003,1003632,단양군(북벽교),False,1003626,단양군(들골교),False,,
1003642,단양군(덕천교),1003,1003636,단양군(가대교),False,1003632,단양군(북벽교),False,,
1003643,단양군(음지교),1003,1003642,단양군(덕천교),False,1003636,단양군(가대교),False,,
1003644,상진교,1003,1003643,단양군(음지교),False,1003642,단양군(덕천교),False,,
1003645,단양군(단양1교),1003,1003644,상진교,False,1003643,단양군(음지교),False,,
1003646,우화교,1003,1003645,단양군(단양1교),False,1003644,상진교,False,,
1003652,제천시(덕동교),1003,1003646,우화교,False,1003645,단양군(단양1교),False,,
1003654,제천시(송계교),1003,1003652,제천시(덕동교),False,1003646,우화교,False,,
1003655,제천시(물태리),1003,1003654,제천시(송계교),False,1003652,제천시(덕동교),False,,
1003657,제천시(강저3교),1003,1003655,제천시(물태리),False,1003654,제천시(송계교),False,,
1003658,제천시(부수동교),1003,1003657,제천시(강저3교),False,1003655,제천시(물태리),False,,
1003660,제천시(팔송교),1003,1003658,제천시(부수동교),False,1003657,제천시(강저3교),False,,
1003661,제천시(구곡교),1003,1003660,제천시(팔송교),False,1003658,제천시(부수동교),False,,
1003662,명서교,1003,1003661,제천시(구곡교),False,1003660,제천시(팔송교),False,,
1003664,충주본댐우안,1003,1003662,명서교,False,1003661,제천시(구곡교),False,,
1003667,제천시(용암교),1003,,,,,,,충주댐하류→제천산지역류,충주댐하류→제천산지역류
1004616,청주시(청석굴교),1004,,,,,,,R1_lag0,R1_lag0
1004620,청주시(옥화1교),1004,1004616,청주시(청석굴교),False,,,,,R1_lag0
1004630,고성교,1004,1004620,청주시(옥화1교),False,1004616,청주시(청석굴교),False,,
1004631,괴산군(월문교),1004,1004630,고성교,False,1004620,청주시(옥화1교),False,,
1004635,후영교,1004,1004631,괴산군(월문교),False,1004630,고성교,False,,
1004640,괴산군(적석교),1004,1004635,후영교,False,1004631,괴산군(월문교),False,,
1004645,괴산군(수전교),1004,1004640,괴산군(적석교),False,1004635,후영교,False,,
1004646,괴산군(비도교),1004,1004645,괴산군(수전교),False,1004640,괴산군(적석교),False,,
1004653,소수,1004,1004646,괴산군(비도교),False,1004645,괴산군(수전교),False,,
1004661,괴산군(제2괴산교),1004,1004653,소수,False,1004646,괴산군(비도교),False,,
1004670,괴산군(추산교),1004,1004661,괴산군(제2괴산교),False,1004653,소수,False,,
1004680,충주시(문강교),1004,1004670,괴산군(추산교),False,1004661,괴산군(제2괴산교),False,,
1004685,팔봉교,1004,1004680,충주시(문강교),False,1004670,괴산군(추산교),False,,
1004688,원남,1004,1004685,팔봉교,False,1004680,충주시(문강교),False,,
1004690,충주시(향산리),1004,1004688,원남,False,1004685,팔봉교,False,,
1004692,용당,1004,1004690,충주시(향산리),False,1004688,원남,False,,
1004693,괴산군(목도교),1004,1004692,용당,False,1004690,충주시(향산리),False,,
1004694,충주시(주덕교),1004,1004693,괴산군(목도교),False,1004692,용당,False,,
1004695,충주시(국원대교),1004,1004694,충주시(주덕교),False,1004693,괴산군(목도교),False,,
1004696,충주시(봉계교),1004,1004695,충주시(국원대교),False,1004694,충주시(주덕교),False,,
1005605,충주시(탄금교),1005,,,,,,,R1_lag0,R1_lag0
1005640,충주시(목계교),1005,1005605,충주시(탄금교),False,,,,,R1_lag0
1005650,충주시(능암교),1005,1005640,충주시(목계교),False,,,,,STEP2_CASE_B_REMOVE
1005660,충주시(세포교),1005,1005650,충주시(능암교),False,1005640,충주시(목계교),False,,
1005695,원주시(법천교),1005,1005660,충주시(세포교),False,1005650,충주시(능암교),False,,
1005697,원주시(남한강대교),1005,1005695,원주시(법천교),False,1005660,충주시(세포교),False,,
1006610,횡성군(율동리),1006,,,,,,,R1_lag0,R1_lag0
1006612,횡성군(포동2교),1006,1006610,횡성군(율동리),False,,,,,R1_lag0
1006628,횡성군(청곡교),1006,1006612,횡성군(포동2교),False,1006610,횡성군(율동리),False,,
1006630,횡성군(오산교),1006,1006628,횡성군(청곡교),False,1006612,횡성군(포동2교),False,,
1006650,횡성군(횡성교),1006,1006630,횡성군(오산교),False,1006628,횡성군(청곡교),False,,
1006660,횡성군(전천교),1006,1006650,횡성군(횡성교),False,1006630,횡성군(오산교),False,,
1006664,원주시(동부교),1006,1006660,횡성군(전천교),False,1006650,횡성군(횡성교),False,,
1006665,원주시(원주교),1006,1006664,원주시(동부교),False,1006660,횡성군(전천교),False,,
1006666,원주시(가현교),1006,1006665,원주시(원주교),False,1006664,원주시(동부교),False,,
1006670,원주시(옥산교),1006,1006666,원주시(가현교),False,1006665,원주시(원주교),False,,
1006672,원주시(장현교),1006,1006670,원주시(옥산교),False,1006666,원주시(가현교),False,,
1006677,원주시(판대2교),1006,1006672,원주시(장현교),False,1006670,원주시(옥산교),False,,
1006680,원주시(지정대교),1006,1006677,원주시(판대2교),False,1006672,원주시(장현교),False,,
1006685,원주시(봉미교),1006,1006680,원주시(지정대교),False,1006677,원주시(판대2교),False,,
1006690,원주시(문막교),1006,1006685,원주시(봉미교),False,1006680,원주시(지정대교),False,,
1006693,궁촌,1006,1006690,원주시(문막교),False,1006685,원주시(봉미교),False,,
1006694,반계,1006,1006693,궁촌,False,1006690,원주시(문막교),False,,
1007604,안성시(한평교),1007,,,,,,,R1_lag0,R1_lag0
1007605,이천시(장호원교),1007,1007604,안성시(한평교),False,,,,,R1_lag0
1007606,안성시(두현교),1007,1007605,이천시(장호원교),False,1007604,안성시(한평교),False,,
1007608,이천시(고당교),1007,1007606,안성시(두현교),False,1007605,이천시(장호원교),False,,
1007609,음성군(병암교),1007,1007608,이천시(고당교),False,1007606,안성시(두현교),False,,
1007610,음성군(총천교),1007,1007609,음성군(병암교),False,1007608,이천시(고당교),False,,
1007613,음성군(상우교),1007,1007610,음성군(총천교),False,1007609,음성군(병암교),False,,
1007615,여주시(원부교),1007,1007613,음성군(상우교),False,1007610,음성군(총천교),False,,
1007617,여주시(삼합교),1007,1007615,여주시(원부교),False,1007613,음성군(상우교),False,,
1007620,여주시(강천리),1007,1007617,여주시(삼합교),False,1007615,여주시(원부교),False,,
1007625,여주시(남한강교),1007,1007620,여주시(강천리),False,1007617,여주시(삼합교),False,,
1007626,여주시(용은교),1007,1007625,여주시(남한강교),False,1007620,여주시(강천리),False,,
1007633,강천보(상류),1007,1007626,여주시(용은교),False,1007625,여주시(남한강교),False,,
1007634,강천보(하류),1007,1007633,강천보(상류),False,1007626,여주시(용은교),False,,
1007635,여주시(여주대교),1007,1007634,강천보(하류),False,1007633,강천보(상류),False,,
1007637,여주시(당우교),1007,1007635,여주시(여주대교),False,1007634,강천보(하류),False,,
1007639,여주보(상류),1007,1007637,여주시(당우교),False,1007635,여주시(여주대교),False,,
1007640,여주시(율극교),1007,1007639,여주보(상류),False,1007637,여주시(당우교),False,,
1007641,여주보(하류),1007,1007640,여주시(율극교),False,1007639,여주보(상류),False,,
1007642,이천시(동산교),1007,1007641,여주보(하류),False,1007640,여주시(율극교),False,,
1007645,이천시(복하교),1007,1007642,이천시(동산교),False,1007641,여주보(하류),False,,
1007650,여주시(흥천대교),1007,1007645,이천시(복하교),False,1007642,이천시(동산교),False,,
1007653,대평,1007,1007650,여주시(흥천대교),False,1007645,이천시(복하교),False,,
1007655,여주시(양촌교),1007,1007653,대평,False,1007650,여주시(흥천대교),False,,
1007656,여주저류지,1007,1007655,여주시(양촌교),False,1007653,대평,False,,
1007662,이포보(상류),1007,1007656,여주저류지,False,1007655,여주시(양촌교),False,,
1007664,이포보(하류),1007,1007662,이포보(상류),False,1007656,여주저류지,False,,
1007672,금사,1007,1007664,이포보(하류),False,1007662,이포보(상류),False,,
1007680,양평군(흑천교),1007,1007672,금사,False,1007664,이포보(하류),False,,
1007685,양평군(양평교),1007,1007680,양평군(흑천교),False,1007672,금사,False,,
1007687,양평군(여물교),1007,1007685,양평군(양평교),False,1007680,양평군(흑천교),False,,
1007688,양평군(보룡교),1007,1007687,양평군(여물교),False,1007685,양평군(양평교),False,,
1007690,양평군(봉상교),1007,1007688,양평군(보룡교),False,1007687,양평군(여물교),False,,
1007695,양평군(다문교),1007,1007690,양평군(봉상교),False,1007688,양평군(보룡교),False,,
1007697,양평군(신원리),1007,1007695,양평군(다문교),False,1007690,양평군(봉상교),False,,
1009652,화천군(평화나래교),1009,,,,,,,R1_lag0,R1_lag0
1010630,약수교,1010,,,,,,,R1_lag0,R1_lag0
1010631,양구군(양지교),1010,1010630,약수교,False,,,,,R1_lag0
1010633,양구군(송청제2교),1010,1010631,양구군(양지교),False,1010630,약수교,False,,
1010635,하리교,1010,1010633,양구군(송청제2교),False,1010631,양구군(양지교),False,,
1010640,양구군(각시교),1010,1010635,하리교,False,1010633,양구군(송청제2교),False,,
1010642,남전교,1010,1010640,양구군(각시교),False,1010635,하리교,False,,
1010660,화천군(화천댐),1010,1010642,남전교,False,1010640,양구군(각시교),False,,
1010670,화천군(오작교),1010,,,,,,,STEP2_CASE_C_REMOVE,STEP2_CASE_D_REMOVE
1010673,화천군(신대교),1010,1010660,화천군(화천댐),False,1010660,화천군(화천댐),False,WHITELIST_화천댐직하류,
1010674,화천군(신읍교),1010,1010673,화천군(신대교),False,,,,,STEP2_CASE_F_REMOVE
1010677,용신교,1010,1010674,화천군(신읍교),False,1010673,화천군(신대교),False,,
1010680,화천군(화천대교),1010,1010677,용신교,False,1010674,화천군(신읍교),False,,
1010684,오탄교,1010,1010680,화천군(화천대교),False,1010677,용신교,False,,
1010686,화천군(일광교),1010,1010684,오탄교,False,1010680,화천군(화천대교),False,,
1010690,춘천시(춘천댐),1010,1010686,화천군(일광교),False,1010684,오탄교,False,,
1010695,춘천시(춘천댐하류),1010,1010690,춘천시(춘천댐),False,1010686,화천군(일광교),False,,
1011620,인제군(반월촌교),1011,,,,,,,R1_lag0,R1_lag0
1011640,인제군(십이선녀교),1011,,,,,,,본지류역전_반월촌교,R1_lag0
1011650,인제군(어두원교),1011,1011640,인제군(십이선녀교),False,1011620,인제군(반월촌교),False,,
1011690,인제군(원통리),1011,1011650,인제군(어두원교),False,1011640,인제군(십이선녀교),False,,
1011693,인제군(도리촌교),1011,1011690,인제군(원통리),False,1011650,인제군(어두원교),False,,
1011695,인제군(리빙스턴교),1011,1011693,인제군(도리촌교),False,1011690,인제군(원통리),False,,
1012625,홍천군(가덕교),1012,,,,,,,R1_lag0,R1_lag0
1012630,인제군(왕성동교),1012,1012625,홍천군(가덕교),False,,,,,R1_lag0
1012635,인제군(양지교),1012,1012630,인제군(왕성동교),False,1012625,홍천군(가덕교),False,,
1012638,인제군(진동2교),1012,1012635,인제군(양지교),False,1012630,인제군(왕성동교),False,,
1012639,인제군(서호교),1012,1012638,인제군(진동2교),False,1012635,인제군(양지교),False,,
1012640,인제군(현리교),1012,1012639,인제군(서호교),False,1012638,인제군(진동2교),False,,
1012645,인제군(하죽천교),1012,1012640,인제군(현리교),False,1012639,인제군(서호교),False,,
1012650,인제군(원대교),1012,1012645,인제군(하죽천교),False,1012640,인제군(현리교),False,,
1012657,인제군(살구미교),1012,1012650,인제군(원대교),False,1012645,인제군(하죽천교),False,,
1012670,인제군(양구교),1012,1012657,인제군(살구미교),False,1012650,인제군(원대교),False,,
1012685,춘천시(천전리),1012,1012670,인제군(양구교),False,1012657,인제군(살구미교),False,,
1012688,춘천시(소양6교),1012,1012685,춘천시(천전리),False,1012670,인제군(양구교),False,,
1013610,춘천시(효자교),1013,,,,,,,R1_lag0,R1_lag0
1013620,목동교,1013,1013610,춘천시(효자교),False,,,,,R1_lag0
1013637,춘천시(소양2교),1013,1013620,목동교,False,1013610,춘천시(효자교),False,,
1013643,춘천시(팔미3교),1013,1013637,춘천시(소양2교),False,1013620,목동교,False,,
1013645,춘천시(강촌교),1013,1013643,춘천시(팔미3교),False,1013637,춘천시(소양2교),False,,
1013650,가평군(제령교),1013,1013645,춘천시(강촌교),False,1013643,춘천시(팔미3교),False,,
1013651,가평군(화악교),1013,1013650,가평군(제령교),False,1013645,춘천시(강촌교),False,,
1013655,가평군(가평교),1013,1013651,가평군(화악교),False,1013650,가평군(제령교),False,,
1014618,홍천군(용호대교),1014,,,,,,,R1_lag0,R1_lag0
1014620,홍천군(용선교),1014,1014618,홍천군(용호대교),False,,,,,R1_lag0
1014622,홍천군(지다치교),1014,1014620,홍천군(용선교),False,1014618,홍천군(용호대교),False,,
1014630,홍천군(주음치교),1014,1014622,홍천군(지다치교),False,1014620,홍천군(용선교),False,,
1014635,홍천강(성포교),1014,1014630,홍천군(주음치교),False,1014622,홍천군(지다치교),False,,
1014637,홍천군(군업1교),1014,1014635,홍천강(성포교),False,1014630,홍천군(주음치교),False,,
1014640,홍천군(굴운교),1014,1014637,홍천군(군업1교),False,1014635,홍천강(성포교),False,,
1014645,홍천군(귀미뜰교),1014,1014640,홍천군(굴운교),False,1014637,홍천군(군업1교),False,,
1014650,홍천군(홍천교),1014,1014645,홍천군(귀미뜰교),False,1014640,홍천군(굴운교),False,,
1014652,홍천군(화계교),1014,1014650,홍천군(홍천교),False,1014645,홍천군(귀미뜰교),False,,
1014664,홍천군(용수교),1014,1014652,홍천군(화계교),False,1014650,홍천군(홍천교),False,,
1014665,홍천군(남노일대교),1014,1014664,홍천군(용수교),False,1014652,홍천군(화계교),False,,
1014680,홍천군(반곡교),1014,1014665,홍천군(남노일대교),False,1014664,홍천군(용수교),False,,
1014690,춘천시(충의대교),1014,1014680,홍천군(반곡교),False,1014665,홍천군(남노일대교),False,,
1014695,한덕교,1014,1014690,춘천시(충의대교),False,1014680,홍천군(반곡교),False,,
1014696,홍천군(모곡교),1014,1014695,한덕교,False,1014690,춘천시(충의대교),False,,
1015611,가평군(신상교),1015,,,,,,,R1_lag0,R1_lag0
1015620,가평군(대보교),1015,1015611,가평군(신상교),False,,,,,R1_lag0
1015630,산장제1교,1015,1015620,가평군(대보교),False,1015611,가평군(신상교),False,,
1015636,가평군(선촌2교),1015,1015630,산장제1교,False,1015620,가평군(대보교),False,,
1015640,가평군(청평댐),1015,1015636,가평군(선촌2교),False,1015630,산장제1교,False,,
1015644,가평군(청평교),1015,1015640,가평군(청평댐),False,1015636,가평군(선촌2교),False,,
1015645,가평군(신청평대교),1015,1015644,가평군(청평교),False,1015640,가평군(청평댐),False,,
1015655,가평군(오류동교),1015,1015645,가평군(신청평대교),False,1015644,가평군(청평교),False,,
1015680,남양주시(삼봉리),1015,1015655,가평군(오류동교),False,1015645,가평군(신청평대교),False,,
1016601,용인시(마전교),1016,,,,,,,R1_lag0,R1_lag0
1016606,광주시(동림3교),1016,1016601,용인시(마전교),False,,,,,R1_lag0
1016607,용인시(월촌교),1016,1016606,광주시(동림3교),False,1016601,용인시(마전교),False,,
1016645,광주시(오포대교),1016,1016607,용인시(월촌교),False,1016606,광주시(동림3교),False,,
1016650,광주시(경안교),1016,1016645,광주시(오포대교),False,1016607,용인시(월촌교),False,,
1016651,광주시(파발교),1016,1016650,광주시(경안교),False,1016645,광주시(오포대교),False,,
1016655,경안교,1016,1016651,광주시(파발교),False,1016650,광주시(경안교),False,,
1016657,광주시(부항교),1016,1016655,경안교,False,1016651,광주시(파발교),False,,
1016660,광주시(섬뜰교),1016,1016657,광주시(부항교),False,1016655,경안교,False,,
1016670,광주시(서하교),1016,1016660,광주시(섬뜰교),False,1016657,광주시(부항교),False,,
1016695,광주시(광동교),1016,1016670,광주시(서하교),False,1016660,광주시(섬뜰교),False,,
1017690,남양주시(팔당댐),1017,,,,,,,R1_lag0,R1_lag0
1018610,남양주시(팔당대교),1018,1017690,남양주시(팔당댐),False,,,,WHITELIST_팔당댐직하류,R1_lag0
1018619,포천시(마명1교),1018,,,,,,,역전_팔당대교→지류,R1_lag0
1018620,남양주시(부평교),1018,,,,,,,포천산지+한강본류혼입,포천산지+한강본류혼입
1018623,남양주시(연평대교),1018,1018620,남양주시(부평교),False,1018619,포천시(마명1교),False,,
1018625,남양주시(내곡교),1018,1018623,남양주시(연평대교),False,1018620,남양주시(부평교),False,,
1018630,남양주시(진관교),1018,1018625,남양주시(내곡교),False,1018623,남양주시(연평대교),False,,
1018635,남양주시(퇴계원리),1018,1018630,남양주시(진관교),False,1018625,남양주시(내곡교),False,,
1018638,남양주시(왕숙교),1018,1018635,남양주시(퇴계원리),False,1018630,남양주시(진관교),False,,
1018640,서울시(광진교),1018,1018638,남양주시(왕숙교),False,1018635,남양주시(퇴계원리),False,,
1018650,성남시(궁내교),1018,,,,,,,한강본류↔탄천혼입,탄천독립시작점_왕숙천제거
1018653,성남시(둔전교),1018,1018650,성남시(궁내교),False,1018640,서울시(광진교),False,,
1018655,서울시(대곡교),1018,1018653,성남시(둔전교),False,1018650,성남시(궁내교),False,,
1018658,서울시(대치교),1018,1018655,서울시(대곡교),False,1018653,성남시(둔전교),False,,
1018661,양주시(마전3교),1018,,,,,,,강남권→양주역방향,강남권→양주역방향
1018662,서울시(청담대교),1018,,,,1018658,서울시(대치교),False,마전3교오염노드제거,
1018665,의정부시(신곡교),1018,,,,,,,중랑천↔한강본류탄천오염,중랑천↔한강본류탄천오염
1018666,의정부시(금신교),1018,1018665,의정부시(신곡교),False,1018662,서울시(청담대교),False,,
1018669,서울시(창동교),1018,1018666,의정부시(금신교),False,1018665,의정부시(신곡교),False,,
1018670,서울시(월계2교),1018,1018669,서울시(창동교),False,1018666,의정부시(금신교),False,,
1018675,서울시(중랑교),1018,1018670,서울시(월계2교),False,1018669,서울시(창동교),False,,
1018680,서울시(잠수교),1018,1018675,서울시(중랑교),False,1018670,서울시(월계2교),False,,
1018683,서울시(한강대교),1018,1018680,서울시(잠수교),False,1018675,서울시(중랑교),False,,
1018685,구용산,1018,1018683,서울시(한강대교),False,1018680,서울시(잠수교),False,,
1018686,서울시(홍남교),1018,1018685,구용산,False,1018683,서울시(한강대교),False,,
1018690,안양시(충훈1교),1018,,,,,,,한강본류→안양천혼입,한강본류→안양천혼입
1018692,서울시(신림5교),1018,1018690,안양시(충훈1교),False,,,,,안양천내_본류혼입
1018693,광명시(시흥대교),1018,1018692,서울시(신림5교),False,1018690,안양시(충훈1교),False,,
1018695,서울시(너부대교),1018,1018693,광명시(시흥대교),False,1018692,서울시(신림5교),False,,
1018697,서울시(오금교),1018,1018695,서울시(너부대교),False,1018693,광명시(시흥대교),False,,
1018698,서울시(신대방1교),1018,1018697,서울시(오금교),False,1018695,서울시(너부대교),False,,
1019606,고양시(은덕교),1019,,,,,,,R1_lag0,R1_lag0
1019612,인천시(굴포1교),1019,1019606,고양시(은덕교),False,,,,,R1_lag0
1019620,부천시(도두리2교),1019,1019612,인천시(굴포1교),False,1019606,고양시(은덕교),False,,
1019630,서울시(행주대교),1019,1019620,부천시(도두리2교),False,1019612,인천시(굴포1교),False,,
1019635,아라한강갑문(내),1019,1019630,서울시(행주대교),False,1019620,부천시(도두리2교),False,,
1019636,아라한강갑실,1019,,,,,,,R3_terminal,terminal_아라한강갑실
1019637,아라한강갑문(외),1019,,,,,,,MUST_terminal_갑실,R3_terminal
1019647,박촌1교,1019,,,,,,,MUST_terminal_갑실,MUST_terminal_갑실
1019648,계양대교,1019,1019647,박촌1교,False,,,,,R3_terminal
1019651,귤현보(상),1019,1019648,계양대교,False,1019647,박촌1교,False,,
1019652,귤현보(하),1019,1019651,귤현보(상),False,1019648,계양대교,False,,
1019653,벌말교,1019,1019652,귤현보(하),False,1019651,귤현보(상),False,,
1019657,인천시(상야교),1019,1019653,벌말교,False,1019652,귤현보(하),False,,
1019661,김포시(사우교),1019,1019657,인천시(상야교),False,1019653,벌말교,False,,
1019663,양주시(제궁교),1019,,,,,,,김포인천하류→양주역류,김포인천하류→양주역류
1019667,고양시(원당교),1019,,,,1019661,김포시(사우교),False,제궁교역류오염노드제거,
1019675,김포시(전류리),1019,1019667,고양시(원당교),False,1019663,양주시(제궁교),False,,
1019680,파주시(교하교),1019,1019675,김포시(전류리),False,1019667,고양시(원당교),False,,
1021628,철원군(백마교),1021,,,,,,,R1_lag0,R1_lag0
1021630,철원군(대마리),1021,1021628,철원군(백마교),False,,,,,R1_lag0
1021650,연천군(필승교),1021,1021630,철원군(대마리),False,1021628,철원군(백마교),False,,
1021680,연천군(임진교),1021,1021650,연천군(필승교),False,1021630,철원군(대마리),False,,
1022620,철원군(암정교),1022,,,,,,,R1_lag0,R1_lag0
1022626,철원군(장수대교),1022,1022620,철원군(암정교),False,,,,,R1_lag0
1022630,철원군(삼합교),1022,1022626,철원군(장수대교),False,1022620,철원군(암정교),False,,
1022631,토교,1022,1022630,철원군(삼합교),False,1022626,철원군(장수대교),False,,
1022635,철원군(한탄대교),1022,1022631,토교,False,1022630,철원군(삼합교),False,,
1022638,철원군(군탄교),1022,1022635,철원군(한탄대교),False,1022631,토교,False,,
1022640,포천시(용담교),1022,1022638,철원군(군탄교),False,1022635,철원군(한탄대교),False,,
1022641,포천시(제1도평교),1022,1022640,포천시(용담교),False,1022638,철원군(군탄교),False,,
1022642,포천시(대회산교),1022,1022641,포천시(제1도평교),False,1022640,포천시(용담교),False,,
1022643,포천시(영로대교),1022,1022642,포천시(대회산교),False,1022641,포천시(제1도평교),False,,
1022644,연천군(한탄강댐),1022,1022643,포천시(영로대교),False,1022642,포천시(대회산교),False,,
1022645,연천군(한여울교),1022,1022644,연천군(한탄강댐),False,1022643,포천시(영로대교),False,,
1022646,포천시(낭유대교),1022,1022645,연천군(한여울교),False,1022644,연천군(한탄강댐),False,,
1022647,포천시(포천대교),1022,1022646,포천시(낭유대교),False,1022645,연천군(한여울교),False,,
1022648,포천시(은현교),1022,1022647,포천시(포천대교),False,1022646,포천시(낭유대교),False,,
1022649,포천시(지현교),1022,1022648,포천시(은현교),False,1022647,포천시(포천대교),False,,
1022650,포천시(영평교),1022,1022649,포천시(지현교),False,1022648,포천시(은현교),False,,
1022651,포천시(가산교),1022,1022650,포천시(영평교),False,1022649,포천시(지현교),False,,
1022655,포천시(신백의교),1022,1022651,포천시(가산교),False,1022650,포천시(영평교),False,,
1022660,양주시(발운2교),1022,1022655,포천시(신백의교),False,1022651,포천시(가산교),False,,
1022661,연천군(보막교),1022,1022660,양주시(발운2교),False,1022655,포천시(신백의교),False,,
1022662,연천군(차탄교),1022,1022661,연천군(보막교),False,1022660,양주시(발운2교),False,,
1022664,궁신교,1022,1022662,연천군(차탄교),False,1022661,연천군(보막교),False,,
1022666,연천군(고탄교),1022,1022664,궁신교,False,1022662,연천군(차탄교),False,,
1022668,동두천시(송천교),1022,1022666,연천군(고탄교),False,1022664,궁신교,False,,
1022670,연천군(신천교),1022,1022668,동두천시(송천교),False,1022666,연천군(고탄교),False,,
1022680,연천군(사랑교),1022,1022670,연천군(신천교),False,1022668,동두천시(송천교),False,,
1023635,파주시(덕천교),1023,,,,,,,R1_lag0,R1_lag0
1023640,연천군(삼화교),1023,,,,,,,임진강역방향,R1_lag0
