station_id,station_name,stream_code,upstream_1,upstream_1_name,upstream_2,upstream_2_name,fit_start,fit_end,freq,method,lag_steps_upstream_1,reliable_upstream_1,max_corr_upstream_1,n_effective_upstream_1,fallback_reason_upstream_1,ccf_input_branch_upstream_1,missing_rate_joint_upstream_1,max_interp_run_upstream_1,lag_steps_upstream_2,reliable_upstream_2,max_corr_upstream_2,n_effective_upstream_2,fallback_reason_upstream_2,ccf_input_branch_upstream_2,missing_rate_joint_upstream_2,max_interp_run_upstream_2
1001690,영월군(영월대교),1001,1001683,영월군(삼옥교),1001670,영월군(거운교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,1.0,True,1730.4637764795361,12984.0,,interpolated,0.018181818181818188,24.0
1001695,영월군(신촌교),1001,1001690,영월군(영월대교),1001683,영월군(삼옥교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002605,평창군(이목정교),1002,,,,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,,,,,no_upstream_mapping,,,,,,,,no_upstream_mapping,,,
1002610,평창군(장평교),1002,1002605,평창군(이목정교),,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,441.1154959078052,11534.0,,interpolated,0.1316666666666667,24.0,,,,,no_upstream_mapping,,,
1002615,평창군(진전교),1002,1002610,평창군(장평교),1002605,평창군(이목정교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,469.95652618359367,11922.0,,interpolated,0.10227272727272729,24.0,0.0,True,464.1355913355673,11765.0,,interpolated,0.11234848484848481,24.0
1002625,평창군(선애교),1002,1002615,평창군(진전교),1002610,평창군(장평교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,3.0,True,804.7540027215327,11874.0,,interpolated,0.10227272727272729,24.0,2.0,True,739.634093038299,11917.0,,interpolated,0.10083333333333333,24.0
1002626,평창군(바이오교),1002,1002625,평창군(선애교),1002615,평창군(진전교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002635,평창군(사초교),1002,1002626,평창군(바이오교),1002625,평창군(선애교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,True,475.0044246312506,11211.0,,interpolated,0.15249999999999997,24.0
1002636,평창군(하방림교),1002,1002635,평창군(사초교),1002626,평창군(바이오교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002640,평창군(상방림교),1002,1002636,평창군(하방림교),1002635,평창군(사초교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,1.0,True,338.9924176705878,11323.0,,interpolated,0.14401515151515154,24.0
1002650,평창군(평창교),1002,1002640,평창군(상방림교),1002636,평창군(하방림교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,3.0,True,963.5350379882602,12199.0,,interpolated,0.07765151515151514,24.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002655,영월군(판운교),1002,1002650,평창군(평창교),1002640,평창군(상방림교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002670,횡성군(둔방내리),1002,,,,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,,,,,no_upstream_mapping,,,,,,,,no_upstream_mapping,,,
1002675,횡성군(안흥교),1002,1002670,횡성군(둔방내리),1002655,영월군(판운교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002680,영월군(두학교),1002,1002675,횡성군(안흥교),1002670,횡성군(둔방내리),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,3.0,True,709.1409599111219,11702.0,,interpolated,0.11977272727272725,24.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002685,영월군(주천교),1002,1002680,영월군(두학교),1002675,횡성군(안흥교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,2.0,True,884.699744722027,12039.0,,interpolated,0.09424242424242424,24.0,4.0,True,746.5701003773985,12167.0,,interpolated,0.08007575757575758,24.0
1002687,영월군(신천교),1002,1002685,영월군(주천교),1002680,영월군(두학교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,2.0,True,1509.2357571584405,12086.0,,interpolated,0.08803030303030301,24.0,4.0,True,1391.3459510953933,11645.0,,interpolated,0.12590909090909086,24.0
1002691,영월군(화병교),1002,1002687,영월군(신천교),1002685,영월군(주천교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002693,영월군(농공단지교),1002,1002691,영월군(화병교),1002687,영월군(신천교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,True,810.5256573175266,12110.0,,interpolated,0.08621212121212118,24.0
1002694,영월군(연당교),1002,1002693,영월군(농공단지교),1002691,영월군(화병교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1002698,영월군(팔괴교),1002,1002694,영월군(연당교),1002693,영월군(농공단지교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,5.0,True,915.3923695923785,13200.0,,interpolated,0.0,0.0
1003603,영월군(내리2교),1003,,,,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,,,,,no_upstream_mapping,,,,,,,,no_upstream_mapping,,,
1003605,영월군(충혼교),1003,1003603,영월군(내리2교),,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,,,,,no_upstream_mapping,,,
1003620,영월군(옥동교),1003,1003605,영월군(충혼교),1003603,영월군(내리2교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,723.3301663724551,12670.0,,interpolated,0.04196969696969699,24.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003625,영월군(각동교),1003,1003620,영월군(옥동교),1003605,영월군(충혼교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003626,단양군(들골교),1003,1003625,영월군(각동교),1003620,영월군(옥동교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003632,단양군(북벽교),1003,1003626,단양군(들골교),1003625,영월군(각동교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003636,단양군(가대교),1003,1003632,단양군(북벽교),1003626,단양군(들골교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003642,단양군(덕천교),1003,1003636,단양군(가대교),1003632,단양군(북벽교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,1.0,True,7472.612605091401,13103.0,,interpolated,0.009166666666666656,24.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003643,단양군(음지교),1003,1003642,단양군(덕천교),1003636,단양군(가대교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003644,상진교,1003,1003643,단양군(음지교),1003642,단양군(덕천교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003645,단양군(단양1교),1003,1003644,상진교,1003643,단양군(음지교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003646,우화교,1003,1003645,단양군(단양1교),1003644,상진교,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003652,제천시(덕동교),1003,1003646,우화교,1003645,단양군(단양1교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003654,제천시(송계교),1003,1003652,제천시(덕동교),1003646,우화교,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003655,제천시(물태리),1003,1003654,제천시(송계교),1003652,제천시(덕동교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003657,제천시(강저3교),1003,1003655,제천시(물태리),1003654,제천시(송계교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003658,제천시(부수동교),1003,1003657,제천시(강저3교),1003655,제천시(물태리),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,1.0,True,351.60850032950293,13200.0,,interpolated,0.0,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003660,제천시(팔송교),1003,1003658,제천시(부수동교),1003657,제천시(강저3교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,1.0,True,413.25379523967524,13200.0,,interpolated,0.0,0.0,2.0,True,254.76558749203397,13200.0,,interpolated,0.0,0.0
1003661,제천시(구곡교),1003,1003660,제천시(팔송교),1003658,제천시(부수동교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,1.0,True,598.6991082455866,13200.0,,interpolated,0.0,0.0,2.0,True,867.897558858128,13200.0,,interpolated,0.0,0.0
1003662,명서교,1003,1003661,제천시(구곡교),1003660,제천시(팔송교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003664,충주본댐우안,1003,1003662,명서교,1003661,제천시(구곡교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1003667,제천시(용암교),1003,,,,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,,,,,no_upstream_mapping,,,,,,,,no_upstream_mapping,,,
1004616,청주시(청석굴교),1004,,,,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,,,,,no_upstream_mapping,,,,,,,,no_upstream_mapping,,,
1004620,청주시(옥화1교),1004,1004616,청주시(청석굴교),,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,1.0,True,885.4860264945677,13034.0,,interpolated,0.016212121212121233,24.0,,,,,no_upstream_mapping,,,
1004630,고성교,1004,1004620,청주시(옥화1교),1004616,청주시(청석굴교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004631,괴산군(월문교),1004,1004630,고성교,1004620,청주시(옥화1교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004635,후영교,1004,1004631,괴산군(월문교),1004630,고성교,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004640,괴산군(적석교),1004,1004635,후영교,1004631,괴산군(월문교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004645,괴산군(수전교),1004,1004640,괴산군(적석교),1004635,후영교,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004646,괴산군(비도교),1004,1004645,괴산군(수전교),1004640,괴산군(적석교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,1010.7741473333333,13200.0,,interpolated,0.0,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004653,소수,1004,1004646,괴산군(비도교),1004645,괴산군(수전교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004661,괴산군(제2괴산교),1004,1004653,소수,1004646,괴산군(비도교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,True,479.51818099999997,13200.0,,interpolated,0.0,0.0
1004670,괴산군(추산교),1004,1004661,괴산군(제2괴산교),1004653,소수,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,593.0269453636364,13200.0,,interpolated,0.0,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004680,충주시(문강교),1004,1004670,괴산군(추산교),1004661,괴산군(제2괴산교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,1.0,True,133.11055722832128,13200.0,,interpolated,0.0,0.0,1.0,True,319.80147017966254,13200.0,,interpolated,0.0,0.0
1004685,팔봉교,1004,1004680,충주시(문강교),1004670,괴산군(추산교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004688,원남,1004,1004685,팔봉교,1004680,충주시(문강교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004690,충주시(향산리),1004,1004688,원남,1004685,팔봉교,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004692,용당,1004,1004690,충주시(향산리),1004688,원남,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004693,괴산군(목도교),1004,1004692,용당,1004690,충주시(향산리),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004694,충주시(주덕교),1004,1004693,괴산군(목도교),1004692,용당,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1004695,충주시(국원대교),1004,1004694,충주시(주덕교),1004693,괴산군(목도교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,True,1306.2740049545455,13200.0,,interpolated,0.0,0.0
1004696,충주시(봉계교),1004,1004695,충주시(국원대교),1004694,충주시(주덕교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1005605,충주시(탄금교),1005,,,,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,,,,,no_upstream_mapping,,,,,,,,no_upstream_mapping,,,
1005640,충주시(목계교),1005,1005605,충주시(탄금교),,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,2.0,True,674.9400266772316,13200.0,,interpolated,0.0,0.0,,,,,no_upstream_mapping,,,
1005650,충주시(능암교),1005,1005640,충주시(목계교),,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,,,,,no_upstream_mapping,,,
1005660,충주시(세포교),1005,1005650,충주시(능암교),1005640,충주시(목계교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1005695,원주시(법천교),1005,1005660,충주시(세포교),1005650,충주시(능암교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1005697,원주시(남한강대교),1005,1005695,원주시(법천교),1005660,충주시(세포교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,1.0,True,2419.7014105026215,13027.0,,interpolated,0.014924242424242395,24.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1006610,횡성군(율동리),1006,,,,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,,,,,no_upstream_mapping,,,,,,,,no_upstream_mapping,,,
1006612,횡성군(포동2교),1006,1006610,횡성군(율동리),,,2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,,,,,no_upstream_mapping,,,
1006628,횡성군(청곡교),1006,1006612,횡성군(포동2교),1006610,횡성군(율동리),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1006630,횡성군(오산교),1006,1006628,횡성군(청곡교),1006612,횡성군(포동2교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1006650,횡성군(횡성교),1006,1006630,횡성군(오산교),1006628,횡성군(청곡교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,1.0,True,890.2313112367581,8786.0,,raw,0.33439393939393935,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1006660,횡성군(전천교),1006,1006650,횡성군(횡성교),1006630,횡성군(오산교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,527.1673560664694,8786.0,,raw,0.33439393939393935,0.0,0.0,True,612.7129485148071,12936.0,,interpolated,0.021818181818181848,24.0
1006664,원주시(동부교),1006,1006660,횡성군(전천교),1006650,횡성군(횡성교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1006665,원주시(원주교),1006,1006664,원주시(동부교),1006660,횡성군(전천교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,True,332.25925169977097,12936.0,,interpolated,0.021818181818181848,24.0
1006666,원주시(가현교),1006,1006665,원주시(원주교),1006664,원주시(동부교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,41.07184607110302,5485.0,,raw,0.584469696969697,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1006670,원주시(옥산교),1006,1006666,원주시(가현교),1006665,원주시(원주교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,2.0,True,262.2498397307849,5485.0,,raw,0.584469696969697,0.0,1.0,True,361.2944408980881,12968.0,,interpolated,0.019393939393939408,24.0
1006672,원주시(장현교),1006,1006670,원주시(옥산교),1006666,원주시(가현교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,2605.343511472868,12968.0,,interpolated,0.019393939393939408,24.0,2.0,True,244.83704263345558,5485.0,,raw,0.584469696969697,0.0
1006677,원주시(판대2교),1006,1006672,원주시(장현교),1006670,원주시(옥산교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1006680,원주시(지정대교),1006,1006677,원주시(판대2교),1006672,원주시(장현교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,False,,0.0,missing_series_train_window,raw,,0.0,1.0,True,457.5257527515048,13200.0,,interpolated,0.0,0.0
1006685,원주시(봉미교),1006,1006680,원주시(지정대교),1006677,원주시(판대2교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,0.0,True,140.27408158500998,13022.0,,interpolated,0.015303030303030263,24.0,0.0,False,,0.0,missing_series_train_window,raw,,0.0
1006690,원주시(문막교),1006,1006685,원주시(봉미교),1006680,원주시(지정대교),2023-03-01,2024-08-31,1H,ccf_demean_full_v1,3.0,True,562.3865368131907,13022.0,,interpolated,0.015303030303030263,24.0,1.0,True,316.97411622244834,13200.0,,interpolated,0.0,0.0
