watershed4,obscd_a,korObs_a,obscd_b,korObs_b,mean_lag_h,std_lag_h,mean_cc_peak,mean_dtw_dist,n_events
1007,1007606,안성시(두현교),1007637,여주시(당우교),0.0,0.0,3.2341,1.4751,1
1007,1007606,안성시(두현교),1007642,이천시(동산교),0.0,0.0,3.7026,2.7124,1
1007,1007606,안성시(두현교),1007645,이천시(복하교),0.0,0.0,4.011,1.6839,1
1007,1007606,안성시(두현교),1007650,여주시(흥천대교),0.0,0.0,4.6784,1.8227,1
1007,1007606,안성시(두현교),1007662,이포보(상류),0.0,0.0,3.4895,1.9335,1
1007,1007606,안성시(두현교),1007687,양평군(여물교),0.0,0.0,3.1897,1.9305,1
1007,1007606,안성시(두현교),1007690,양평군(봉상교),0.0,0.0,3.6923,1.4257,1
1007,1007608,이천시(고당교),1007610,음성군(총천교),0.0,0.0,2.5651,5.0644,1
1007,1007608,이천시(고당교),1007637,여주시(당우교),0.0,0.0,3.675,1.1684,1
1007,1007608,이천시(고당교),1007642,이천시(동산교),0.0,0.0,5.6015,2.0215,1
1007,1007608,이천시(고당교),1007650,여주시(흥천대교),0.0,0.0,6.5669,1.3171,1
1007,1007608,이천시(고당교),1007662,이포보(상류),0.0,0.0,5.3167,1.2234,1
1007,1007608,이천시(고당교),1007687,양평군(여물교),0.0,0.0,4.385,1.362,1
1007,1007608,이천시(고당교),1007690,양평군(봉상교),0.0,0.0,4.8478,1.1045,1
1007,1007610,음성군(총천교),1007687,양평군(여물교),0.0,0.0,3.7623,4.1869,1
1007,1007615,여주시(원부교),1007637,여주시(당우교),0.0,0.0,5.8954,1.7506,1
1007,1007617,여주시(삼합교),1007687,양평군(여물교),0.0,0.0,9.1751,0.9252,1
1007,1007620,여주시(강천리),1007625,여주시(남한강교),0.0,0.0,6.3301,0.4661,5
1007,1007620,여주시(강천리),1007641,여주보(하류),0.0,0.0,7.3728,0.3674,5
1007,1007626,여주시(용은교),1007640,여주시(율극교),0.0,0.0,12.279,1.143,1
1007,1007626,여주시(용은교),1007645,이천시(복하교),0.0,0.0,11.8099,0.8775,1
1007,1007626,여주시(용은교),1007687,양평군(여물교),0.0,0.0,8.5755,0.9176,1
1007,1007626,여주시(용은교),1007690,양평군(봉상교),0.0,0.0,9.4231,0.9979,1
1007,1007635,여주시(여주대교),1007664,이포보(하류),0.0,0.71,7.1271,1.1539,5
1007,1007637,여주시(당우교),1007662,이포보(상류),0.0,0.0,6.3393,1.8543,1
1007,1007637,여주시(당우교),1007680,양평군(흑천교),0.0,0.0,6.0985,0.4339,1
1007,1007637,여주시(당우교),1007690,양평군(봉상교),0.0,0.0,6.3826,0.4174,1
1007,1007640,여주시(율극교),1007687,양평군(여물교),0.0,0.0,7.4596,1.0811,1
1007,1007642,이천시(동산교),1007687,양평군(여물교),0.0,0.0,6.8947,1.2983,1
1007,1007645,이천시(복하교),1007687,양평군(여물교),0.0,0.0,7.0968,1.3543,1
1007,1007650,여주시(흥천대교),1007687,양평군(여물교),0.0,0.0,8.2179,1.0597,1
1007,1007687,양평군(여물교),1007690,양평군(봉상교),0.0,0.0,6.9808,0.3966,1
1007,1007604,안성시(한평교),1007680,양평군(흑천교),0.2,6.61,5.9098,2.9101,5
1007,1007625,여주시(남한강교),1007641,여주보(하류),0.2,0.45,6.3253,0.7527,5
1007,1007645,이천시(복하교),1007650,여주시(흥천대교),0.4,0.89,8.1206,1.346,5
1007,1007604,안성시(한평교),1007690,양평군(봉상교),0.6,6.99,6.2353,3.0646,5
1007,1007605,이천시(장호원교),1007610,음성군(총천교),0.6,1.67,6.7916,1.9232,5
1007,1007615,여주시(원부교),1007617,여주시(삼합교),0.6,2.51,11.1756,0.3433,5
1007,1007633,강천보(상류),1007697,양평군(신원리),0.8,46.77,3.1954,3.1776,5
1007,1007617,여주시(삼합교),1007626,여주시(용은교),1.0,0.0,14.6122,0.7184,1
1007,1007620,여주시(강천리),1007637,여주시(당우교),1.0,0.0,5.0431,1.813,1
1007,1007626,여주시(용은교),1007642,이천시(동산교),1.0,0.0,11.5514,0.6339,1
1007,1007626,여주시(용은교),1007650,여주시(흥천대교),1.0,0.0,13.7543,0.6378,1
1007,1007634,강천보(하류),1007637,여주시(당우교),1.0,0.0,5.4935,1.36,1
1007,1007634,강천보(하류),1007641,여주보(하류),1.0,1.41,7.655,0.6652,5
1007,1007635,여주시(여주대교),1007637,여주시(당우교),1.0,0.0,6.4977,1.5462,1
1007,1007637,여주시(당우교),1007687,양평군(여물교),1.0,0.0,5.6169,0.8076,1
1007,1007662,이포보(상류),1007687,양평군(여물교),1.0,0.0,7.617,1.4866,1
1007,1007664,이포보(하류),1007687,양평군(여물교),1.0,0.0,3.9997,3.2472,1
1007,1007680,양평군(흑천교),1007687,양평군(여물교),1.0,0.0,6.1376,1.1954,1
1007,1007604,안성시(한평교),1007645,이천시(복하교),1.2,6.61,7.0423,1.1429,5
1007,1007635,여주시(여주대교),1007640,여주시(율극교),1.4,2.61,6.8837,0.7659,5
1007,1007604,안성시(한평교),1007650,여주시(흥천대교),1.8,6.26,6.3118,2.2585,5
1007,1007604,안성시(한평교),1007642,이천시(동산교),2.0,6.71,5.0798,1.98,5
1007,1007685,양평군(양평교),1007690,양평군(봉상교),2.0,45.91,8.5055,2.8784,5
1007,1007655,여주시(양촌교),1007685,양평군(양평교),2.6,58.65,7.4436,2.907,5
1007,1007604,안성시(한평교),1007610,음성군(총천교),2.8,6.26,4.4409,2.4827,5
1007,1007610,음성군(총천교),1007645,이천시(복하교),2.8,6.83,4.9784,2.3229,5
1007,1007655,여주시(양촌교),1007690,양평군(봉상교),3.2,12.77,10.3861,0.7759,5
1007,1007633,강천보(상류),1007637,여주시(당우교),4.0,0.0,6.7061,1.1731,1
1007,1007635,여주시(여주대교),1007687,양평군(여물교),4.0,0.0,6.8703,1.5692,1
1007,1007639,여주보(상류),1007662,이포보(상류),4.0,18.69,5.4577,1.8351,5
1007,1007620,여주시(강천리),1007635,여주시(여주대교),4.8,12.42,6.8744,0.7376,5
1007,1007605,이천시(장호원교),1007620,여주시(강천리),5.0,32.65,5.4777,3.0924,5
1007,1007620,여주시(강천리),1007664,이포보(하류),5.0,13.42,6.9057,1.1136,5
1007,1007605,이천시(장호원교),1007641,여주보(하류),5.2,31.23,6.0212,2.9983,5
1007,1007617,여주시(삼합교),1007641,여주보(하류),5.2,32.14,6.5638,2.9473,5
1007,1007625,여주시(남한강교),1007635,여주시(여주대교),5.6,12.52,6.3459,0.7949,5
1007,1007634,강천보(하류),1007655,여주시(양촌교),5.6,3.36,7.2827,1.2436,5
1007,1007641,여주보(하류),1007664,이포보(하류),5.6,12.52,7.8087,0.902,5
1007,1007625,여주시(남한강교),1007664,이포보(하류),5.8,12.97,5.7548,1.3622,5
1007,1007615,여주시(원부교),1007626,여주시(용은교),6.0,0.0,11.3062,1.0983,1
1007,1007615,여주시(원부교),1007687,양평군(여물교),6.0,0.0,7.0375,1.2436,1
1007,1007634,강천보(하류),1007635,여주시(여주대교),6.0,11.75,7.0619,1.0624,5
1007,1007634,강천보(하류),1007664,이포보(하류),6.0,12.33,7.1866,1.4054,5
1007,1007615,여주시(원부교),1007641,여주보(하류),6.6,30.33,6.2215,2.8359,5
1007,1007620,여주시(강천리),1007640,여주시(율극교),6.8,14.65,6.8204,1.0916,5
1007,1007625,여주시(남한강교),1007640,여주시(율극교),7.0,15.1,6.0369,1.1335,5
1007,1007633,강천보(상류),1007687,양평군(여물교),7.0,0.0,6.9338,1.235,1
1007,1007605,이천시(장호원교),1007655,여주시(양촌교),7.4,31.41,7.0672,3.197,5
1007,1007642,이천시(동산교),1007697,양평군(신원리),7.6,38.86,3.0502,3.4766,5
1007,1007634,강천보(하류),1007640,여주시(율극교),8.0,12.33,6.6297,1.4226,5
1007,1007617,여주시(삼합교),1007655,여주시(양촌교),8.2,31.91,7.2751,3.1783,5
1007,1007645,이천시(복하교),1007697,양평군(신원리),8.4,38.95,3.3487,3.9203,5
1007,1007615,여주시(원부교),1007655,여주시(양촌교),8.8,30.08,7.0118,3.1323,5
