watershed4,obscd_a,korObs_a,obscd_b,korObs_b,mean_lag_h,std_lag_h,mean_cc_peak,mean_dtw_dist,n_events
1001,1001623,정선군(오장2교),1001649,정선군(애산교),17.0,0.0,16.6696,2.0505,1
1001,1001630,정선군(나전교),1001695,영월군(신촌교),17.0,0.0,15.8764,1.632,1
1001,1001623,정선군(오장2교),1001645,정선군(와평교),18.0,0.0,15.3506,1.9873,1
1001,1001622,정선군(혈천교),1001670,영월군(거운교),18.6,29.27,11.4345,2.9697,5
1001,1001655,정선군(정선제1교),1001695,영월군(신촌교),19.0,0.0,13.9163,1.9486,1
1001,1001658,정선군(광하교),1001695,영월군(신촌교),19.0,0.0,13.0207,2.1318,1
1001,1001660,정선군(낙동교),1001695,영월군(신촌교),19.0,0.0,12.7554,2.2194,1
1001,1001623,정선군(오장2교),1001695,영월군(신촌교),20.0,0.0,17.9243,2.1053,1
1001,1001690,영월군(영월대교),1001695,영월군(신촌교),20.0,0.0,14.8093,3.0053,1
1001,1001622,정선군(혈천교),1001690,영월군(영월대교),21.0,30.27,11.9164,3.1555,5
1001,1001650,정선군(삼거리교),1001690,영월군(영월대교),22.0,0.0,4.5345,3.5161,1
1001,1001622,정선군(혈천교),1001660,정선군(낙동교),22.4,32.12,10.4662,2.807,5
1001,1001625,정선군(송천교),1001665,평창군(마하교),23.0,0.0,14.5835,2.1922,1
1001,1001670,영월군(거운교),1001695,영월군(신촌교),23.0,0.0,13.8924,2.9512,1
1001,1001622,정선군(혈천교),1001645,정선군(와평교),24.0,29.81,11.088,3.2836,5
1001,1001622,정선군(혈천교),1001655,정선군(정선제1교),24.0,34.96,9.9843,2.8059,5
1001,1001622,정선군(혈천교),1001649,정선군(애산교),24.2,30.48,11.2548,3.2224,5
1001,1001622,정선군(혈천교),1001658,정선군(광하교),24.2,35.69,9.884,2.7919,5
1001,1001626,정선군(제1여량교),1001670,영월군(거운교),24.2,28.1,9.4621,3.1517,5
1001,1001622,정선군(혈천교),1001625,정선군(송천교),24.8,35.13,12.1786,2.8409,5
1001,1001622,정선군(혈천교),1001630,정선군(나전교),25.4,35.49,9.3095,3.291,5
1001,1001622,정선군(혈천교),1001629,정선군(남평대교),26.8,31.54,11.5436,2.8626,5
1001,1001620,정선군(송계교),1001670,영월군(거운교),29.8,27.66,8.597,1.5842,5
1001,1001626,정선군(제1여량교),1001690,영월군(영월대교),30.2,30.65,10.0844,3.1815,5
1001,1001625,정선군(송천교),1001695,영월군(신촌교),32.0,0.0,15.863,2.925,1
1001,1001626,정선군(제1여량교),1001660,정선군(낙동교),32.4,32.0,8.7783,2.8227,5
1001,1001626,정선군(제1여량교),1001645,정선군(와평교),33.0,29.63,9.7091,3.0318,5
1001,1001626,정선군(제1여량교),1001649,정선군(애산교),33.2,30.61,9.7501,3.0267,5
1001,1001620,정선군(송계교),1001690,영월군(영월대교),33.6,30.67,8.8307,2.087,5
1001,1001626,정선군(제1여량교),1001630,정선군(나전교),35.6,33.97,7.7388,3.2514,5
1001,1001626,정선군(제1여량교),1001658,정선군(광하교),36.2,34.88,8.1035,2.9365,5
1001,1001626,정선군(제1여량교),1001629,정선군(남평대교),36.4,31.48,9.3998,3.5796,5
1001,1001626,정선군(제1여량교),1001655,정선군(정선제1교),36.4,33.67,8.0947,2.9532,5
1001,1001620,정선군(송계교),1001645,정선군(와평교),39.0,29.38,8.5653,2.3392,5
1001,1001620,정선군(송계교),1001649,정선군(애산교),39.6,29.78,8.6716,2.3031,5
1001,1001620,정선군(송계교),1001630,정선군(나전교),43.0,38.35,7.2098,2.7749,5
1001,1001650,정선군(삼거리교),1001655,정선군(정선제1교),54.0,0.0,3.317,3.304,1
1001,1001650,정선군(삼거리교),1001658,정선군(광하교),55.0,0.0,3.0914,3.1144,1
1001,1001650,정선군(삼거리교),1001665,평창군(마하교),62.0,0.0,4.0572,3.4962,1
1001,1001650,정선군(삼거리교),1001695,영월군(신촌교),71.0,0.0,4.7207,4.2463,1
1002,1002636,평창군(하방림교),1002680,영월군(두학교),-29.0,0.0,7.8413,1.7117,1
1002,1002636,평창군(하방림교),1002675,횡성군(안흥교),-25.0,0.0,6.8388,1.3175,1
1002,1002626,평창군(바이오교),1002680,영월군(두학교),-23.0,0.0,9.332,1.2996,1
1002,1002636,평창군(하방림교),1002691,영월군(화병교),-23.0,0.0,5.7333,1.4009,1
1002,1002636,평창군(하방림교),1002670,횡성군(둔방내리),-22.0,0.0,5.97,1.1597,1
1002,1002636,평창군(하방림교),1002698,영월군(팔괴교),-22.0,0.0,5.7501,1.3118,1
1002,1002626,평창군(바이오교),1002675,횡성군(안흥교),-21.0,0.0,8.356,1.5713,1
1002,1002626,평창군(바이오교),1002698,영월군(팔괴교),-19.0,0.0,7.0325,1.2303,1
1002,1002635,평창군(사초교),1002691,영월군(화병교),-19.0,0.0,6.8087,4.4956,1
1002,1002626,평창군(바이오교),1002670,횡성군(둔방내리),-18.0,0.0,7.3316,1.8766,1
1002,1002626,평창군(바이오교),1002691,영월군(화병교),-18.0,0.0,7.0119,1.1991,1
1002,1002635,평창군(사초교),1002698,영월군(팔괴교),-17.0,9.51,8.6672,1.3136,5
1002,1002635,평창군(사초교),1002670,횡성군(둔방내리),-16.0,0.0,7.3421,5.7448,1
1002,1002685,영월군(주천교),1002691,영월군(화병교),-16.0,0.0,9.8208,1.2562,1
1002,1002650,평창군(평창교),1002698,영월군(팔괴교),-14.2,12.05,8.9432,0.9077,5
1002,1002640,평창군(상방림교),1002698,영월군(팔괴교),-13.2,12.05,8.4605,0.652,5
1002,1002680,영월군(두학교),1002698,영월군(팔괴교),-13.2,12.07,10.4921,0.9884,5
1002,1002605,평창군(이목정교),1002698,영월군(팔괴교),-13.0,10.98,9.6352,0.8579,5
1002,1002615,평창군(진전교),1002698,영월군(팔괴교),-13.0,10.95,9.3883,0.7504,5
1002,1002675,횡성군(안흥교),1002698,영월군(팔괴교),-13.0,12.33,9.2955,1.0236,5
1002,1002610,평창군(장평교),1002698,영월군(팔괴교),-12.8,11.23,8.561,0.7101,5
1002,1002625,평창군(선애교),1002698,영월군(팔괴교),-12.8,11.23,8.4054,0.6034,5
1002,1002675,횡성군(안흥교),1002687,영월군(신천교),-11.6,15.93,8.4934,1.1821,5
1002,1002680,영월군(두학교),1002687,영월군(신천교),-8.6,21.47,9.9822,1.0278,5
1002,1002675,횡성군(안흥교),1002685,영월군(주천교),-8.2,22.55,8.277,1.2172,5
1002,1002680,영월군(두학교),1002685,영월군(주천교),-8.2,22.55,9.6724,1.172,5
1002,1002687,영월군(신천교),1002691,영월군(화병교),-7.0,0.0,11.1829,0.9599,1
1002,1002605,평창군(이목정교),1002680,영월군(두학교),-5.6,13.09,8.7571,1.2051,5
1002,1002650,평창군(평창교),1002680,영월군(두학교),-5.0,7.87,8.5647,0.9345,5
1002,1002693,영월군(농공단지교),1002698,영월군(팔괴교),-4.6,2.61,9.0455,0.9221,5
1002,1002615,평창군(진전교),1002680,영월군(두학교),-4.0,8.94,8.7453,1.1373,5
1002,1002610,평창군(장평교),1002680,영월군(두학교),-3.8,9.07,8.0082,1.2137,5
1002,1002640,평창군(상방림교),1002680,영월군(두학교),-3.8,8.5,8.1172,1.1487,5
1002,1002635,평창군(사초교),1002675,횡성군(안흥교),-3.6,9.21,8.3211,1.7619,5
1002,1002635,평창군(사초교),1002680,영월군(두학교),-3.6,10.85,8.5583,1.7165,5
1002,1002605,평창군(이목정교),1002691,영월군(화병교),-3.0,0.0,9.4117,1.2916,1
1002,1002685,영월군(주천교),1002698,영월군(팔괴교),-2.4,6.54,10.2343,1.0003,5
1002,1002625,평창군(선애교),1002680,영월군(두학교),-2.2,5.5,8.0341,0.9175,5
1002,1002605,평창군(이목정교),1002626,평창군(바이오교),-2.0,0.0,8.5583,1.5385,1
1002,1002605,평창군(이목정교),1002670,횡성군(둔방내리),-2.0,0.0,8.4169,1.0515,1
1002,1002610,평창군(장평교),1002691,영월군(화병교),-2.0,0.0,8.5056,1.0811,1
1002,1002615,평창군(진전교),1002691,영월군(화병교),-2.0,0.0,8.7259,0.8762,1
1002,1002625,평창군(선애교),1002691,영월군(화병교),-2.0,0.0,7.9249,0.6735,1
1002,1002636,평창군(하방림교),1002687,영월군(신천교),-2.0,0.0,9.2038,1.6984,1
1002,1002636,평창군(하방림교),1002693,영월군(농공단지교),-2.0,0.0,9.76,1.4776,1
1002,1002650,평창군(평창교),1002691,영월군(화병교),-2.0,0.0,8.6854,1.1156,1
1002,1002670,횡성군(둔방내리),1002675,횡성군(안흥교),-2.0,0.0,9.4827,0.4669,1
1002,1002650,평창군(평창교),1002675,횡성군(안흥교),-1.8,1.1,8.2415,0.7538,5
1002,1002635,평창군(사초교),1002687,영월군(신천교),-1.6,3.97,9.0062,1.5065,5
1002,1002650,평창군(평창교),1002687,영월군(신천교),-1.6,1.95,8.3995,1.2912,5
1002,1002687,영월군(신천교),1002698,영월군(팔괴교),-1.4,3.91,10.8694,0.8152,5
1002,1002650,평창군(평창교),1002685,영월군(주천교),-1.2,1.1,7.9775,1.3004,5
1002,1002605,평창군(이목정교),1002675,횡성군(안흥교),-1.0,2.24,8.4699,1.1021,5
1002,1002610,평창군(장평교),1002626,평창군(바이오교),-1.0,0.0,7.3486,1.8367,1
1002,1002615,평창군(진전교),1002626,평창군(바이오교),-1.0,0.0,7.9027,1.6361,1
1002,1002625,평창군(선애교),1002626,평창군(바이오교),-1.0,0.0,7.226,1.1667,1
1002,1002625,평창군(선애교),1002670,횡성군(둔방내리),-1.0,0.0,7.3244,1.3832,1
1002,1002625,평창군(선애교),1002675,횡성군(안흥교),-1.0,2.24,7.8549,0.7935,5
1002,1002636,평창군(하방림교),1002640,평창군(상방림교),-1.0,0.0,6.1418,1.063,1
1002,1002640,평창군(상방림교),1002691,영월군(화병교),-1.0,0.0,8.384,1.0194,1
1002,1002670,횡성군(둔방내리),1002680,영월군(두학교),-1.0,0.0,10.1862,1.4593,1
1002,1002670,횡성군(둔방내리),1002691,영월군(화병교),-1.0,0.0,8.5846,0.9126,1
1002,1002605,평창군(이목정교),1002687,영월군(신천교),-0.8,1.1,9.6411,1.064,5
1002,1002605,평창군(이목정교),1002685,영월군(주천교),-0.6,0.89,9.1974,1.2224,5
1002,1002615,평창군(진전교),1002675,횡성군(안흥교),-0.6,1.34,8.3535,1.0546,5
1002,1002615,평창군(진전교),1002685,영월군(주천교),-0.6,0.55,8.8106,1.3233,5
1002,1002615,평창군(진전교),1002687,영월군(신천교),-0.6,0.55,9.2586,1.3231,5
1002,1002635,평창군(사초교),1002640,평창군(상방림교),-0.6,4.16,8.3184,1.39,5
1002,1002640,평창군(상방림교),1002675,횡성군(안흥교),-0.6,1.34,7.9749,0.867,5
1002,1002640,평창군(상방림교),1002685,영월군(주천교),-0.6,0.55,7.855,1.429,5
1002,1002610,평창군(장평교),1002675,횡성군(안흥교),-0.4,1.52,7.9625,0.8204,5
1002,1002610,평창군(장평교),1002685,영월군(주천교),-0.4,0.89,7.8989,1.1019,5
1002,1002640,평창군(상방림교),1002687,영월군(신천교),-0.4,0.89,8.2545,1.2915,5
1002,1002650,평창군(평창교),1002693,영월군(농공단지교),-0.4,0.89,8.2538,1.049,5
1002,1002605,평창군(이목정교),1002610,평창군(장평교),-0.2,0.45,9.2823,0.5167,5
1002,1002605,평창군(이목정교),1002615,평창군(진전교),-0.2,0.45,10.1721,0.3243,5
1002,1002605,평창군(이목정교),1002625,평창군(선애교),-0.2,0.45,8.8742,0.92,5
1002,1002605,평창군(이목정교),1002635,평창군(사초교),-0.2,0.45,9.228,1.4891,5
1002,1002605,평창군(이목정교),1002640,평창군(상방림교),-0.2,0.45,9.0824,0.6423,5
1002,1002610,평창군(장평교),1002687,영월군(신천교),-0.2,1.3,8.2903,1.0017,5
1002,1002615,평창군(진전교),1002625,평창군(선애교),-0.2,0.45,8.5866,1.1055,5
1002,1002615,평창군(진전교),1002635,평창군(사초교),-0.2,1.1,8.8691,1.6518,5
1002,1002615,평창군(진전교),1002693,영월군(농공단지교),-0.2,0.45,8.8143,1.4087,5
1002,1002625,평창군(선애교),1002687,영월군(신천교),-0.2,1.3,8.2244,0.7363,5
1002,1002635,평창군(사초교),1002685,영월군(주천교),-0.2,1.3,8.7628,1.5343,5
1002,1002635,평창군(사초교),1002693,영월군(농공단지교),-0.2,1.1,8.9878,1.4739,5
1002,1002605,평창군(이목정교),1002636,평창군(하방림교),0.0,0.0,7.1421,1.0198,1
1002,1002605,평창군(이목정교),1002693,영월군(농공단지교),0.0,0.0,9.2188,1.2851,5
1002,1002610,평창군(장평교),1002625,평창군(선애교),0.0,0.0,8.0311,0.6215,5
1002,1002610,평창군(장평교),1002635,평창군(사초교),0.0,0.71,8.2394,1.5563,5
1002,1002610,평창군(장평교),1002636,평창군(하방림교),0.0,0.0,6.091,1.1544,1
1002,1002610,평창군(장평교),1002670,횡성군(둔방내리),0.0,0.0,7.7635,1.021,1
1002,1002615,평창군(진전교),1002636,평창군(하방림교),0.0,0.0,6.4934,1.1025,1
1002,1002615,평창군(진전교),1002670,횡성군(둔방내리),0.0,0.0,7.8099,0.9741,1
1002,1002625,평창군(선애교),1002636,평창군(하방림교),0.0,0.0,5.8915,0.9688,1
1002,1002625,평창군(선애교),1002640,평창군(상방림교),0.0,0.0,8.0455,0.4516,5
1002,1002626,평창군(바이오교),1002635,평창군(사초교),0.0,0.0,9.2956,3.3504,1
1002,1002626,평창군(바이오교),1002687,영월군(신천교),0.0,0.0,11.6089,1.1761,1
1002,1002626,평창군(바이오교),1002693,영월군(농공단지교),0.0,0.0,12.2446,1.0822,1
1002,1002636,평창군(하방림교),1002650,평창군(평창교),0.0,0.0,6.2534,1.0255,1
1002,1002636,평창군(하방림교),1002685,영월군(주천교),0.0,0.0,9.0535,1.7447,1
1002,1002640,평창군(상방림교),1002670,횡성군(둔방내리),0.0,0.0,7.5138,0.9906,1
1002,1002650,평창군(평창교),1002670,횡성군(둔방내리),0.0,0.0,7.7085,0.9704,1
1002,1002670,횡성군(둔방내리),1002698,영월군(팔괴교),0.0,0.0,8.6357,0.8425,1
1002,1002675,횡성군(안흥교),1002691,영월군(화병교),0.0,0.0,9.1629,0.7818,1
1002,1002680,영월군(두학교),1002691,영월군(화병교),0.0,0.0,9.8126,0.9535,1
1002,1002685,영월군(주천교),1002687,영월군(신천교),0.0,0.71,10.7857,0.3092,5
1002,1002610,평창군(장평교),1002615,평창군(진전교),0.2,0.45,8.9276,0.5742,5
1002,1002610,평창군(장평교),1002640,평창군(상방림교),0.2,0.45,8.2796,0.385,5
1002,1002610,평창군(장평교),1002693,영월군(농공단지교),0.2,0.45,8.0149,1.1778,5
1002,1002625,평창군(선애교),1002685,영월군(주천교),0.2,0.45,7.803,0.7325,5
1002,1002640,평창군(상방림교),1002693,영월군(농공단지교),0.2,0.45,8.0461,1.0954,5
1002,1002675,횡성군(안흥교),1002680,영월군(두학교),0.2,0.45,9.8664,0.5345,5
1002,1002625,평창군(선애교),1002693,영월군(농공단지교),0.4,0.55,7.9713,0.7747,5
1002,1002615,평창군(진전교),1002640,평창군(상방림교),0.6,0.55,8.7886,0.773,5
1002,1002685,영월군(주천교),1002693,영월군(농공단지교),0.6,0.55,9.4739,0.7106,5
1002,1002687,영월군(신천교),1002693,영월군(농공단지교),0.6,0.55,9.9066,0.6833,5
1002,1002626,평창군(바이오교),1002640,평창군(상방림교),1.0,0.0,7.4967,1.6645,1
1002,1002626,평창군(바이오교),1002650,평창군(평창교),1.0,0.0,7.6246,1.6234,1
1002,1002635,평창군(사초교),1002650,평창군(평창교),1.0,3.94,8.4723,1.4823,5
1002,1002691,영월군(화병교),1002698,영월군(팔괴교),1.0,0.0,9.747,0.1162,1
1002,1002605,평창군(이목정교),1002650,평창군(평창교),1.2,1.3,9.2679,0.6046,5
1002,1002615,평창군(진전교),1002650,평창군(평창교),1.2,1.1,9.0088,0.705,5
1002,1002640,평창군(상방림교),1002650,평창군(평창교),1.2,1.1,8.4612,0.3405,5
1002,1002610,평창군(장평교),1002650,평창군(평창교),1.4,0.89,8.3944,0.4742,5
1002,1002625,평창군(선애교),1002650,평창군(평창교),1.4,0.89,8.1826,0.5697,5
1002,1002625,평창군(선애교),1002635,평창군(사초교),1.8,4.6,8.4126,1.2304,5
1002,1002626,평창군(바이오교),1002636,평창군(하방림교),2.0,0.0,7.0616,0.8293,1
1002,1002626,평창군(바이오교),1002685,영월군(주천교),2.0,0.0,11.1034,0.9429,1
1002,1002635,평창군(사초교),1002636,평창군(하방림교),3.0,0.0,7.3753,4.4747,1
1002,1002675,횡성군(안흥교),1002693,영월군(농공단지교),4.0,8.94,7.8416,1.2942,5
1002,1002680,영월군(두학교),1002693,영월군(농공단지교),4.4,9.84,8.2896,1.3353,5
1002,1002670,횡성군(둔방내리),1002687,영월군(신천교),6.0,0.0,10.3536,2.2127,1
1002,1002691,영월군(화병교),1002693,영월군(농공단지교),10.0,0.0,11.0668,1.0849,1
1002,1002670,횡성군(둔방내리),1002693,영월군(농공단지교),12.0,0.0,10.491,1.93,1
1002,1002670,횡성군(둔방내리),1002685,영월군(주천교),26.0,0.0,9.5396,2.4046,1
1003,1003601,영월군(주채교),1003652,제천시(덕동교),-133.0,0.0,8.3005,6.0625,1
1003,1003603,영월군(내리2교),1003652,제천시(덕동교),-132.0,0.0,6.5096,6.0306,1
1003,1003601,영월군(주채교),1003660,제천시(팔송교),-128.0,0.0,8.4716,6.1953,1
1003,1003603,영월군(내리2교),1003660,제천시(팔송교),-127.0,0.0,6.8358,6.2206,1
1003,1003601,영월군(주채교),1003658,제천시(부수동교),-126.0,0.0,7.5409,5.9327,1
1003,1003603,영월군(내리2교),1003658,제천시(부수동교),-126.0,0.0,6.1536,5.9481,1
1003,1003636,단양군(가대교),1003645,단양군(단양1교),-31.4,27.01,8.2966,3.0546,5
1003,1003642,단양군(덕천교),1003645,단양군(단양1교),-30.2,28.52,8.6915,3.0156,5
1003,1003626,단양군(들골교),1003645,단양군(단양1교),-24.0,0.0,9.678,3.8892,1
1003,1003626,단양군(들골교),1003642,단양군(덕천교),-17.0,0.0,13.4644,2.8932,1
1003,1003626,단양군(들골교),1003636,단양군(가대교),-13.0,0.0,13.017,3.4763,1
1003,1003626,단양군(들골교),1003652,제천시(덕동교),-10.0,0.0,17.2904,3.0566,1
1003,1003660,제천시(팔송교),1003667,제천시(용암교),-10.0,0.0,5.0676,3.3621,1
1003,1003658,제천시(부수동교),1003667,제천시(용암교),-9.0,0.0,4.7066,3.167,1
1003,1003625,영월군(각동교),1003645,단양군(단양1교),-6.0,0.0,6.7674,2.2378,1
1003,1003626,단양군(들골교),1003658,제천시(부수동교),-4.0,0.0,17.0236,2.7501,1
1003,1003626,단양군(들골교),1003657,제천시(강저3교),-2.0,0.0,8.795,1.7142,1
1003,1003626,단양군(들골교),1003660,제천시(팔송교),-2.0,0.0,18.9649,2.7497,1
1003,1003626,단양군(들골교),1003661,제천시(구곡교),-2.0,0.0,13.6417,1.701,1
1003,1003652,제천시(덕동교),1003667,제천시(용암교),-2.0,0.0,4.7413,3.5452,1
1003,1003625,영월군(각동교),1003642,단양군(덕천교),-1.0,0.0,10.9322,1.5619,1
1003,1003652,제천시(덕동교),1003657,제천시(강저3교),-1.0,0.0,5.395,3.706,1
1003,1003620,영월군(옥동교),1003645,단양군(단양1교),-0.25,0.5,8.0518,1.8272,4
1003,1003601,영월군(주채교),1003603,영월군(내리2교),0.0,0.0,12.5009,1.6492,1
1003,1003601,영월군(주채교),1003645,단양군(단양1교),0.0,0.0,10.0988,2.9784,1
1003,1003601,영월군(주채교),1003667,제천시(용암교),0.0,0.0,6.4145,4.1893,1
1003,1003603,영월군(내리2교),1003645,단양군(단양1교),0.0,0.0,7.9001,3.5854,1
1003,1003603,영월군(내리2교),1003657,제천시(강저3교),0.0,0.0,2.8071,6.0867,1
1003,1003605,영월군(충혼교),1003620,영월군(옥동교),0.0,0.0,8.7238,0.5664,4
1003,1003605,영월군(충혼교),1003645,단양군(단양1교),0.0,0.0,8.4377,1.4796,4
1003,1003625,영월군(각동교),1003636,단양군(가대교),0.0,0.0,10.9993,0.4653,1
1003,1003626,단양군(들골교),1003667,제천시(용암교),0.0,0.0,7.544,3.1623,1
1003,1003636,단양군(가대교),1003642,단양군(덕천교),0.0,0.0,12.5707,0.4864,5
1003,1003657,제천시(강저3교),1003658,제천시(부수동교),0.0,0.71,4.616,1.8056,5
1003,1003660,제천시(팔송교),1003661,제천시(구곡교),0.0,0.0,9.4897,0.7541,5
1003,1003658,제천시(부수동교),1003660,제천시(팔송교),0.2,0.45,10.8086,0.4442,5
1003,1003657,제천시(강저3교),1003660,제천시(팔송교),0.4,0.89,5.0353,1.7932,5
1003,1003658,제천시(부수동교),1003661,제천시(구곡교),0.4,0.89,8.5341,0.7923,5
1003,1003625,영월군(각동교),1003657,제천시(강저3교),1.0,0.0,5.2253,2.5262,1
1003,1003625,영월군(각동교),1003661,제천시(구곡교),1.0,0.0,7.3918,1.9263,1
1003,1003657,제천시(강저3교),1003661,제천시(구곡교),1.0,0.71,4.8757,1.1452,5
1003,1003657,제천시(강저3교),1003667,제천시(용암교),1.0,0.0,3.3424,2.108,1
1003,1003661,제천시(구곡교),1003667,제천시(용암교),1.0,0.0,3.8351,2.5856,1
1003,1003625,영월군(각동교),1003667,제천시(용암교),2.0,0.0,5.0952,2.5246,1
1003,1003636,단양군(가대교),1003667,제천시(용암교),2.0,0.0,5.1881,2.6192,1
1003,1003642,단양군(덕천교),1003667,제천시(용암교),2.0,0.0,6.0337,2.0445,1
1003,1003636,단양군(가대교),1003657,제천시(강저3교),2.6,1.95,5.1343,2.252,5
1003,1003642,단양군(덕천교),1003657,제천시(강저3교),3.4,2.19,5.164,1.8873,5
1003,1003636,단양군(가대교),1003661,제천시(구곡교),4.4,2.19,8.564,1.1931,5
1003,1003652,제천시(덕동교),1003660,제천시(팔송교),5.0,0.0,19.0101,0.5343,1
1003,1003652,제천시(덕동교),1003658,제천시(부수동교),7.0,0.0,16.9907,0.5017,1
1003,1003642,단양군(덕천교),1003661,제천시(구곡교),7.2,4.55,8.5221,1.0421,5
1003,1003636,단양군(가대교),1003658,제천시(부수동교),7.4,4.98,9.0066,0.9902,5
1003,1003636,단양군(가대교),1003660,제천시(팔송교),9.0,4.24,9.9713,1.0393,5
1003,1003652,제천시(덕동교),1003661,제천시(구곡교),9.0,0.0,11.1334,2.1843,1
1003,1003642,단양군(덕천교),1003658,제천시(부수동교),9.2,8.01,8.8734,1.197,5
1003,1003601,영월군(주채교),1003642,단양군(덕천교),10.0,0.0,8.3849,4.5842,1
1003,1003601,영월군(주채교),1003657,제천시(강저3교),10.0,0.0,3.7775,5.7213,1
1003,1003642,단양군(덕천교),1003660,제천시(팔송교),12.0,7.55,9.8338,1.2437,5
1003,1003625,영월군(각동교),1003626,단양군(들골교),13.0,0.0,13.1793,3.3886,1
1003,1003636,단양군(가대교),1003652,제천시(덕동교),14.0,0.0,11.1224,1.4984,1
1003,1003625,영월군(각동교),1003652,제천시(덕동교),15.0,0.0,11.4065,1.5091,1
1003,1003625,영월군(각동교),1003658,제천시(부수동교),16.0,0.0,10.0896,1.6547,1
1003,1003625,영월군(각동교),1003660,제천시(팔송교),17.0,0.0,11.5261,1.5725,1
1003,1003642,단양군(덕천교),1003652,제천시(덕동교),21.0,0.0,10.5071,3.1158,1
1003,1003645,단양군(단양1교),1003667,제천시(용암교),22.0,0.0,5.7641,1.8105,1
1003,1003645,단양군(단양1교),1003652,제천시(덕동교),23.0,0.0,6.2539,3.7367,1
1003,1003603,영월군(내리2교),1003642,단양군(덕천교),28.0,0.0,6.6177,5.0036,1
1003,1003603,영월군(내리2교),1003667,제천시(용암교),29.0,0.0,5.0879,4.561,1
1003,1003601,영월군(주채교),1003625,영월군(각동교),36.0,0.0,6.4454,4.4824,1
1003,1003605,영월군(충혼교),1003642,단양군(덕천교),36.25,28.3,8.1489,3.2546,4
1003,1003605,영월군(충혼교),1003636,단양군(가대교),36.75,28.12,8.1654,3.2818,4
1003,1003603,영월군(내리2교),1003636,단양군(가대교),37.0,0.0,5.2444,4.2324,1
1003,1003645,단양군(단양1교),1003657,제천시(강저3교),37.4,27.62,4.139,3.8076,5
1003,1003601,영월군(주채교),1003636,단양군(가대교),39.0,0.0,6.5381,4.1716,1
1003,1003603,영월군(내리2교),1003625,영월군(각동교),39.0,0.0,5.1736,4.5659,1
1003,1003620,영월군(옥동교),1003642,단양군(덕천교),41.75,31.35,8.0159,3.5826,4
1003,1003620,영월군(옥동교),1003636,단양군(가대교),42.0,30.87,8.0013,3.6338,4
1003,1003645,단양군(단양1교),1003661,제천시(구곡교),44.8,31.11,6.6126,3.4346,5
1003,1003645,단양군(단양1교),1003660,제천시(팔송교),45.6,30.86,7.647,3.6994,5
1003,1003645,단양군(단양1교),1003658,제천시(부수동교),45.8,31.29,6.94,3.303,5
1003,1003605,영월군(충혼교),1003657,제천시(강저3교),46.0,32.65,3.7122,3.5054,4
1003,1003620,영월군(옥동교),1003657,제천시(강저3교),48.0,34.35,3.9632,3.1481,4
1003,1003620,영월군(옥동교),1003661,제천시(구곡교),49.75,34.27,6.766,3.1876,4
1003,1003605,영월군(충혼교),1003658,제천시(부수동교),50.0,34.47,6.964,2.9039,4
1003,1003620,영월군(옥동교),1003658,제천시(부수동교),50.0,34.47,7.0818,3.035,4
1003,1003605,영월군(충혼교),1003660,제천시(팔송교),50.25,33.97,7.5816,3.3514,4
1003,1003605,영월군(충혼교),1003661,제천시(구곡교),50.25,33.97,6.6619,3.153,4
1003,1003620,영월군(옥동교),1003660,제천시(팔송교),50.25,33.97,7.6632,3.4403,4
1003,1003603,영월군(내리2교),1003626,단양군(들골교),54.0,0.0,6.345,6.7742,1
1003,1003601,영월군(주채교),1003626,단양군(들골교),55.0,0.0,7.8664,6.3937,1
1003,1003601,영월군(주채교),1003661,제천시(구곡교),69.0,0.0,4.7656,6.1271,1
1003,1003603,영월군(내리2교),1003661,제천시(구곡교),69.0,0.0,3.9019,6.3142,1
1004,1004631,괴산군(월문교),1004661,괴산군(제2괴산교),-151.0,0.0,5.1237,5.8055,1
1004,1004631,괴산군(월문교),1005605,충주시(탄금교),-74.0,0.0,4.6807,4.528,1
1004,1004640,괴산군(적석교),1005605,충주시(탄금교),-68.0,0.0,5.3138,5.8881,1
1004,1004661,괴산군(제2괴산교),1004694,충주시(주덕교),-61.0,0.0,1.4608,6.9118,1
1004,1004646,괴산군(비도교),1004661,괴산군(제2괴산교),-58.6,62.68,5.59,3.5381,5
1004,1004645,괴산군(수전교),1004661,괴산군(제2괴산교),-56.6,62.71,6.4971,2.774,5
1004,1004645,괴산군(수전교),1004696,충주시(봉계교),-51.0,0.0,1.8322,4.3021,1
1004,1004680,충주시(문강교),1004694,충주시(주덕교),-48.0,0.0,3.506,2.2815,1
1004,1004680,충주시(문강교),1004696,충주시(봉계교),-47.0,0.0,1.5704,2.326,1
1004,1004670,괴산군(추산교),1004696,충주시(봉계교),-39.0,0.0,1.2224,8.2489,1
1004,1004670,괴산군(추산교),1004694,충주시(주덕교),-38.0,0.0,2.5298,8.082,1
1004,1004646,괴산군(비도교),1004680,충주시(문강교),-36.4,34.8,6.1834,3.1902,5
1004,1004645,괴산군(수전교),1004680,충주시(문강교),-33.2,28.97,7.3615,2.4243,5
1004,1004646,괴산군(비도교),1004695,충주시(국원대교),-30.0,37.43,5.5507,3.2011,5
1004,1004620,청주시(옥화1교),1004661,괴산군(제2괴산교),-29.8,67.76,5.2092,3.0464,5
1004,1004645,괴산군(수전교),1004670,괴산군(추산교),-29.8,31.43,6.8487,2.8244,5
