수계,하천명 ,본류,하천코드,하천등급,시도기점,시군구기점,읍면동기점,경계기점,시도종점,시군구종점,읍면동종점,경계종점
한강,오안천,한강,1023720,지방,강원,홍천,홍천,삼마치리,강원,홍천,홍천,홍천강(국가) 합류점
한강,성동천,한강,1023730,지방,강원,홍천,북방,북방리,강원,홍천,북방,홍천강(국가) 합류점
한강,간성천,한강,1023740,지방,강원,홍천,북방,성동리,강원,홍천,북방,성동천(지방) 합류점
한강,부사원천,한강,1023750,지방,강원,홍천,북방,부사원리,강원,홍천,북방,성동천(지방) 합류점
한강,굴지천,한강,1023760,지방,강원,춘천,동산,봉평리,강원,홍천,북방,홍천강(국가) 합류점
한강,전치곡천,한강,1023770,지방,강원,홍천,북방,역전평리,강원,홍천,북방,굴지천(지방) 합류점
한강,본궁천,한강,1023780,지방,강원,홍천,북방,본궁리,강원,홍천,북방,굴지천(지방) 합류점
한강,양덕원천,한강,1023790,지방,강원,홍천,남,유치리,강원,홍천,남,홍천강(국가) 합류점
한강,팔봉천,한강,1023800,지방,강원,홍천,서,팔봉리,강원,홍천,서,홍천강(국가) 합류점
한강,구만천,한강,1023810,지방,강원,춘천,동산,군자리,강원,홍천,서,홍천강(국가) 합류점
한강,두미천,한강,1023820,지방,강원,홍천,남,두미리,강원,홍천,서,홍천강(국가) 합류점
한강,중방대천,한강,1023830,지방,강원,홍천,서,중방대리,강원,홍천,서,홍천강(국가) 합류점
한강,명성천,한강,1023840,지방,경기,양평,단월,명성리 143-4,강원,홍천,서,중방대천(지방) 기점
한강,산음천,한강,1023850,지방,경기,양평,단월,산음리 664,경기,양평,단월,중방대천 (지방) 합류점
한강,석산천,한강,1023860,지방,경기,양평,단월,석산리395,경기,양평,단월,산음천(지방) 합류점
한강,길곡천,한강,1023870,지방,강원,홍천,서,길곡리,강원,홍천,서,홍천강(국가) 합류점
한강,동막천,한강,1023880,지방,강원,홍천,서,동막리,강원,홍천,서,길곡천(지방) 합류점
한강,추곡천,한강,1023890,지방,강원,춘천,남,추곡리,강원,춘천,남,홍천강(국가) 합류점
한강,가정천,한강,1023900,지방,강원,춘천,남,가정리,강원,춘천,남,홍천강(국가) 합류점
한강,미사천,한강,1023910,지방,경기,가평,설악,미사리 659,경기,가평,설악,홍천강(국가) 합류점
한강,송산천,한강,1023920,지방,경기,가평,설악,송산리 1430번지,경기,가평,설악,북한강(국가) 합류점
한강,미원천,한강,1023930,지방,경기,가평,설악,묵안리,경기,가평,설악,북한강(국가) 합류점
한강,설곡천,한강,1023940,지방,경기,가평,설악,설곡리,경기,가평,설악,미원천(지방) 합류점
한강,창의천,한강,1023950,지방,경기,가평,설악,위곡리,경기,가평,설악,미원천(지방) 합류점
한강,조종천,한강,1023960,지방,경기,가평,조종,상판리,경기,가평,펑평,북한강(국가) 합류점
한강,계청천,한강,1023970,지방,경기,가평,조종,운악리,경기,가평,조종,조종천(지방) 합류점
한강,마일천,한강,1023980,지방,경기,가평,조종,마일리,경기,가평,조종,조종천(지방) 합류점
한강,세곡천,한강,1023990,지방,경기,가평,조종,신상리,경기,가평,조종,조종천(지방) 합류점
한강,십이탄천,한강,1024000,지방,경기,가평,상,율길리,경기,가평,상,조종천(지방) 합류점
한강,봉수천,한강,1024010,지방,경기,가평,상,봉수리,경기,가평,상,십이탄천(지방) 합류점
한강,상동천,한강,1024020,지방,경기,가평,상,상동리,경기,가평,상,십이탄천(지방) 합류점
한강,임초천,한강,1024030,지방,경기,가평,상,임초리,경기,가평,상,조종천(지방) 합류점
한강,행현천,한강,1024040,지방,경기,가평,상,행현리,경기,가평,상,임초천(지방) 합류점
한강,상천천,한강,1024050,지방,경기,가평,청평,상천리,경기,가평,청평,조종천(지방) 합류점
한강,수리천,한강,1024060,지방,경기,가평,청평,상천리,경기,가평,청평,상천천(지방) 합류점
한강,구운천,한강,1024070,지방,경기,남양주,수동,수산리,경기,가평,청평,북한강(국가) 합류점
한강,수산천,한강,1024080,지방,경기,남양주,수동,수산리,경기,남양주,수동,구운천(지방) 합류점
한강,지둔천,한강,1024090,지방,경기,남양주,수동,지둔리,경기,남양주,수동,구운천(지방) 합류점
한강,외방천,한강,1024100,지방,경기,남양주,수동,외방리,경기,남양주,수동,구운천(지방) 합류점
한강,가곡천,한강,1024110,지방,경기,남양주,화도,가곡리,경기,남양주,수동,구운천(지방) 합류점
한강,신기천,한강,1024120,지방,경기,남양주,화도,구암리,경기,남양주,화도,북한강(국가) 합류점
한강,벽계천,한강,1024130,지방,경기,양평,옥천,용천리,경기,양평,서종,북한강(국가) 합류점
한강,가일천,한강,1024140,지방,경기,양평,옥천,용천리,경기,가평,설악,벽계천(지방) 합류점
한강,명달천,한강,1024150,지방,경기,양평,서종,명달리(송정교),경기,양평,서종,명달리 벽계천 (지방) 합류점
한강,미세천,한강,1024160,지방,경기,양평,서종,수입리(수입3교),경기,양평,서종,수입리 벽계천 (지방) 합류점
한강,월산천,한강,1024170,지방,경기,남양주,화도,월산리 395-4,경기,남양주,화도,금남리 160-2
한강,묵현천,한강,1024180,지방,경기,남양주,화도,묵현리 504-1,경기,남양주,화도,금남리 563-1
한강,마석우천,한강,1024190,지방,경기,남양주,화도,묵현리 140-2,경기,남양주,화도,창현리 372-1
한강,맹동천,한강,1024200,지방,경기,남양주,화도,차산리 391-5,경기,남양주,화도,차산리 38-7
한강,문호천,한강,1024210,지방,경기,양평,서종,정배리,경기,양평,서종,북한강(국가) 합류점
한강,서후천,한강,1024220,지방,경기,양평,서종,서후리,경기,양평,서종,문호천(지방) 합류점
한강,아양천,한강,1024230,지방,경기,남양주,와부,삼봉리 105-1번지,경기,남양주,조안,북한강(국가) 합류점
한강,삼봉천,한강,1024240,지방,경기,남양주,조안,삼봉리 747-1번지,경기,남양주,조안,북한강(국가) 합류점
한강,시우천,한강,1024250,지방,경기,남양주,조안,시우리 산71-1번지,경기,남양주,조안,북한강(국가) 합류점
한강,진중천,한강,1024260,지방,경기,남양주,조안,진중리 578-1번지,경기,남양주,화도,북한강(국가) 합류점
한강,조안천,한강,1024270,지방,경기,남양주,조안,조안리 877-1번지,경기,남양주,조안,북한강(국가) 합류점
한강,정암천,한강,1024280,지방,경기,광주,남종,귀여리 (귀여새마을2교),경기,광주,남종,귀여리 한강 (국가) 합류점
한강,경안천,한강,1024290,지방,경기,용인 처인,호,호동 용해곡천(소)합류점,경기,광주,오포,경안천(국가) 기점
한강,금학천,한강,1024300,지방,경기,용인 처인,삼가,삼가동 궁촌천(소) 합류점,경기,용인 처인,김량장동,경안천(지방) 합류점
한강,양지천,한강,1024310,지방,경기,용인 처인,양지면,양지리 서촌천(소)합류점,경기,용인 처인,고림동,경안천(지방) 합류점
한강,남곡천,한강,1024320,지방,경기,용인 처인,양지면,남곡리,경기,용인 처인,고림동,양지천(지방) 합류점
한강,대대천,한강,1024330,지방,경기,용인 처인,양지면,대대리,경기,용인 처인,고림동,경안천(지방) 합류점
한강,주북천,한강,1024340,지방,경기,용인 처인,양지면,주북리,경기,용인 처인,고림동,대대천(지방) 합류점
한강,금어천,한강,1024350,지방,경기,용인 처인,포곡읍,금어리,경기,용인 처인,둔전리,경안천(지방) 합류점
한강,영문천,한강,1024360,지방,경기,용인 처인,포곡읍,마성리,경기,용인 처인,영문리,경안천(지방) 합류점
한강,신대천,한강,1024370,지방,경기,용인 처인,포곡읍,가실리,경기,용인 처인,전대리,경안천(지방) 합류점
한강,유운천,한강,1024380,지방,경기,용인 처인,포곡읍,유운리,경기,용인 처인,유운리,경안천(지방) 합류점
한강,신원천,한강,1024390,지방,경기,용인 처인,포곡읍,신원리,경기,용인 처인,포곡,경안천(지방) 합류점
한강,초하천,한강,1024400,지방,경기,용인 처인,모현읍,초부리,경기,용인 처인,초부리,경안천(지방) 합류점
한강,상미천,한강,1024410,지방,경기,용인 처인,모현읍,초부리,경기,용인 처인,초부리,경안천(지방) 합류점
한강,오산천,한강,1024420,지방,경기,용인 처인,모현읍,오산리,경기,용인 처인,일산리,경안천(지방) 합류점
한강,능원천,한강,1024430,지방,경기,용인 처인,모현읍,능원리,경기,용인 처인,능원리,경안천(지방) 합류점
한강,신현천,한강,1024440,지방,경기,광주,오포,신현리,경기,용인,모현,오산천(지방) 합류점
한강,매산천,한강,1024450,지방,경기,용인 처인,모현,매산리,경기,용인 처인,모현,오산천(지방) 합류점
한강,고산천,한강,1024460,지방,경기,광주,오포,고산리,경기,광주,오포,경안천(국가) 합류점
한강,직리천,한강,1024470,지방,경기,광주,직,직동,경기,광주,태전,중대천(지방) 합류점
한강,목리천,한강,1024480,지방,경기,광주,목,목동,경기,광주,태전,직리천(지방) 합류점
한강,중대천,한강,1024490,지방,경기,광주,삼,삼동,경기,광주,장지,경안천(국가) 합류점
한강,목현천,한강,1024500,지방,경기,광주,목현,목현동,경기,광주,경안,경안천(국가) 합류점
한강,벌원천,한강,1024510,지방,경기,광주,탄벌,탄벌동,경기,광주,탄벌,목현천(지방) 합류점
한강,곤지암천,한강,1024520,지방,경기,광주,실촌,건업리,경기,광주,초월,경안천(국가) 합류점
한강,상오향천,한강,1024530,지방,경기,광주,실촌,오향리,경기,광주,실촌,곤지암천(지방) 합류점
한강,상열미천,한강,1024540,지방,경기,광주,실촌,열미리,경기,광주,실촌,곤지암천(지방) 합류점
한강,신촌천,한강,1024550,지방,경기,광주,실촌,신촌리,경기,광주,실촌,곤지암천(지방) 합류점
한강,노곡천,한강,1024560,지방,경기,용인 처인,양지,정수리,경기,광주,실촌,곤지암천(지방) 합류점
한강,유정천,한강,1024570,지방,경기,광주,도척,유정리,경기,광주,도척,노곡천(지방) 합류점
한강,진우천,한강,1024580,지방,경기,광주,도척,진우리,경기,광주,도척,노곡천(지방) 합류점
한강,궁평천,한강,1024590,지방,경기,광주,도척,궁평리,경기,광주,도척,노곡천(지방) 합류점
한강,산이천,한강,1024600,지방,경기,광주,초월,산이리,경기,광주,초월,곤지암천(지방) 합류점
한강,학동천,한강,1024610,지방,경기,광주,초월,학동리,경기,광주,초월,곤지암천(지방) 합류점
한강,신월천,한강,1024620,지방,경기,광주,초월,신월리,경기,광주,초월,경안천(국가) 합류점
한강,무갑천,한강,1024630,지방,경기,광주,초월,무갑리,경기,광주,초월,경안천(국가) 합류점
한강,번천,한강,1024640,지방,경기,광주,중부,검복리,경기,광주,중부,경안천(국가) 합류점
한강,엄미천,한강,1024650,지방,경기,광주,중부,엄미리,경기,광주,중부,번천(지방) 합류점
한강,우산천,한강,1024660,지방,경기,광주,퇴촌,우산리,경기,광주,퇴촌,경안천(국가) 합류점
한강,산곡천,한강,1024670,지방,경기,하남,상산곡,779,경기,하남,창우,한강(국가) 합류점
한강,덕풍천,한강,1024680,지방,경기,하남,상사창,산96-2,경기,하남,신장,한강(국가) 합류점
한강,궁촌천,한강,1024690,지방,경기,남양주,와부,도곡리 11-9,경기,남양주,와부,도곡리 1101-8
한강,월문천,한강,1024700,지방,경기,남양주,와부,월문리 218-1 묘적교,경기,남양주,와부,덕소리 한강(국가)합류점
한강,홍릉천,한강,1024710,지방,경기,남양주,금곡,433-17 복개도로,경기,남양주,삼패,한강(국가) 합류점
한강,일패천,한강,1024720,지방,경기,남양주,진건,배양리 110-4,경기,남양주,일패,일패동 407-4
한강,율석천,한강,1024730,지방,경기,남양주,와부,율석리 18,경기,남양주,이패,431-1
한강,왕숙천,한강,1024740,지방,경기,포천,내촌,신팔리 산64-2번지 신팔천(소)지천합류점,경기,구리,토평,954번지 (한강합류점)
한강,진목천,한강,1024750,지방,경기,포천,내촌,진목리 218-5,경기,포천,내촌,내리 803-24
한강,엄현천,한강,1024760,지방,경기,포천,내촌,음현리 54번지 (엄현제14교),경기,남양주,진접,부평리514-1~523-6 번지 (왕숙천 합류점)
한강,진벌천,한강,1024770,지방,경기,남양주,진접,진벌리 53,경기,남양주,진접,부평리 517-30 왕숙천(지방) 합류점
한강,봉선사천,한강,1024780,지방,경기,포천,소흘,직동리 461번지 (평촌교),경기,남양주,진접,부평리산99-73~517-5 번지(왕숙천 합류점)
한강,금곡천,한강,1024790,지방,경기,남양주,진접,금곡리62-5 (금곡제4교),경기,남양주,진접,금곡리 산24~943-1 번지 (왕숙천 합류점)
한강,오남천,한강,1024800,지방,경기,남양주,오남,오남리 43-4번지,경기,남양주,진접,연평리 100-39번지 (왕숙천합류점)
한강,어람천,한강,1024810,지방,경기,남양주,오남,오남리 469-10번지,경기,남양주,오남,오남리 886-3번지 (오남천합류점)
한강,용정천,한강,1024820,지방,경기,남양주,진건,용정리 59-5번지 (지류합류점),경기,남양주,진건,신월리 산312-14번지(왕숙천 합류점)
한강,사능천,한강,1024830,지방,경기,미금,호평,호평동 171-10~ 평내동 660-15번지,경기,남양주,진건,신월리670~진관리967-33 번지(왕숙천 합류점)
한강,용암천,한강,1024840,지방,경기,남양주,별내,용암리,경기,구리,사노,왕숙천(지방) 합류점
한강,덕송천,한강,1024850,지방,경기,남양주,별내,덕송리,경기,남양주,별내,용암천(지방) 합류점
한강,갈매천,한강,1024860,지방,경기,구리,갈매,갈매동,경기,구리,갈매,용암천(지방) 합류점
한강,불암천,한강,1024870,지방,경기,남양주,별내,산84번지,경기,남양주,별내,갈매천(지방) 합류점
한강,고덕천,한강,1024880,지방,서울,강동,상일,425-7번지 서울시계,서울,강동,고덕,한강(국가) 합류점
한강,대사골천,한강,1024881,지방,서울,강동,상일,443-5,서울,강동,상일,"360-10, 고덕천 (지방)합류점"
한강,초이천,한강,1024890,지방,경기,하남,초이,초이동 442번 지선,경기,하남,초이,545
한강,망월천,한강,1024900,지방,경기,하남,풍산,284-5번지선,서울,강동,고덕,고덕천합류점 (고덕배수문)
한강,성내천,한강,1024910,지방,서울,송파,마천,277번지 (하남시 경계),서울,송파,신천,한강(국가) 합류점
한강,감이천,한강,1024920,지방,경기,하남,감북,감북동468 번지선,서울,송파,방이,89번지 성내천 (지방)합류점
한강,탄천,한강,1024930,지방,경기,용인 기흥,청덕동,BOX교,서울,송파,삼성,"111-24, 한강 (국가)합류점"
한강,마북천,한강,1024940,지방,경기,용인 기흥,마북동,마북동,경기,용인 기흥,마북동,탄천(지방) 합류점
한강,성복천,한강,1024950,지방,경기,용인 수지,성복동,410-14 성복24낙차공,경기,용인 수지,죽전동,탄천(지방) 합류점
한강,정평천,한강,1024960,지방,경기,용인 수지,신봉동,753-15,경기,용인 수지,풍덕천동,성복천(지방) 합류점
한강,동막천,한강,1024970,지방,경기,용인 수지,고기동,488 석운천(소) 합류점,경기,성남 분당,구미,탄천(지방) 합류점
한강,손곡천,한강,1024980,지방,경기,용인 수지,동천동,736,경기,용인 수지,동천동,동막천(지방) 합류점
한강,분당천,한강,1024990,지방,경기,성남 분당,분당,200-2 보도5교,경기,성남 분당,수내,탄천(지방) 합류점
한강,운중천,한강,1025000,지방,경기,성남 분당,운중,산86-8,경기,성남 분당,이매,탄천(지방) 합류점
한강,금토천,한강,1025010,지방,경기,성남,삼평,삼평동,경기,성남 분당,판교,운중천(지방) 합류점
한강,야탑천,한강,1025020,지방,경기,성남 분당,야탑,168-8 야탑1교(BOX) 종점,경기,성남 분당,야탑,탄천(지방) 합류점
한강,여수천,한강,1025030,지방,경기,성남 중원,갈현,갈현,경기,성남 분당,야탑,탄천(지방) 합류점
한강,상적천,한강,1025040,지방,경기,성남 수정,고등,527-17 상적6낙차공,경기,성남 수정,둔전,탄천(지방) 합류점
한강,세곡천,한강,1025050,지방,서울,서초,내곡,1-2583번지선,서울,강남,세곡,탄천(지방) 합류점
한강,양재천,한강,1025060,지방,경기,과천,별양,복개종점,서울,강남,대치,74-4 탄천 (지방)합류점
한강,막계천,한강,1025070,지방,경기,과천,막계,과천저수지 복개박스,경기,과천,과천,양재천(지방) 합류점
한강,여의천,한강,1025080,지방,서울,서초,신원,136-1번지선,서울,서초,양재,양재천(지방) 합류점
한강,중랑천,한강,1025090,지방,경기,양주,산북,산북동,경기,의정부,장암,중랑천(국가) 기점
한강,유양천,한강,1025100,지방,경기,양주,유양,유양리,경기,남양주,마전,중랑천(지방) 합류점
한강,광사천,한강,1025110,지방,경기,양주,광사,광사동,경기,남양주,마전,중랑천(지방) 합류점
한강,어둔천,한강,1025120,지방,경기,양주,어둔,어둔동,경기,양주,남방,중랑천(지방) 합류점
한강,부용천,한강,1025130,지방,경기,의정부,고산,고산동,경기,의정부,신곡,중랑천(지방) 합류점
한강,민락천,한강,1025140,지방,경기,의정부,민락,민락동,경기,의정부,민락,부용천(지방) 합류점
한강,백석천,한강,1025150,지방,경기,양주,백석,복지리,경기,의정부,의정부,중랑천(지방) 합류점
한강,회룡천,한강,1025160,지방,경기,의정부,호원,호원동,경기,의정부,호원,중랑천(지방) 합류점
한강,호원천,한강,1025170,지방,경기,의정부,호원,229-309번지선,경기,의정부,호원,중랑천(지방) 합류점
한강,도봉천,한강,1025180,지방,서울,도봉,도봉,"산89-1임, 산90임 번지",서울,도봉,도봉,중랑천(국가) 합류점
한강,방학천,한강,1025190,지방,서울,도봉,방학,587-2번지선,서울,도봉,방학,중랑천(국가) 합류점
한강,당현천,한강,1025200,지방,서울,노원,상계,"40-1, 308-2(중계)",서울,노원,상계,중랑천(국가) 합류점
한강,묵동천,한강,1025210,지방,서울,중랑,신내,71-37번지선,서울,노원,공릉,중랑천(국가) 합류점
한강,우이천,한강,1025220,지방,서울,도봉,우이,200번지선 (북한교),서울,노원,월계,중랑천(국가) 합류점
한강,대동천,한강,1025230,지방,서울,강북,수유,산74-1번지선,서울,강북,수유,우이천(지방) 합류점
한강,가오천,한강,1025240,지방,서울,강북,수유,산124번지선,서울,강북,수유,우이천(지방) 합류점
한강,화계천,한강,1025250,지방,서울,강북,수유,산127-1번,서울,강북,번,우이천(지방) 합류점
한강,면목천,한강,1025260,지방,서울,중랑,면목동,120-4번지선,서울,중랑,면목,중랑천(국가) 합류점
한강,청계천,한강,1025271,지방,서울,종로,서린,148번지,서울,성동,용답,중랑천(국가) 합류점
한강,성북천,한강,1025280,지방,서울,성북,성북,236번지선,서울,동대문,신설,청계천(지방) 합류점
한강,정릉천,한강,1025290,지방,서울,성북,정릉,산1-1번지선,서울,동대문,용두,청계천(지방) 합류점
한강,월곡천,한강,1025300,지방,서울,도봉,미아,837번지선,서울,성북,하월곡,정릉천(지방) 합류점
한강,전농천,한강,1025310,지방,서울,동대문,답십,신답육교 532-1번지선,서울,성동,송정,중랑천(국가) 합류점
한강,반포천,한강,1025320,지방,서울,서초,서초,1385번지선,서울,서초,반포,한강(국가) 합류점
한강,사당천,한강,1025330,지방,서울,관악,남현,산101-14,서울,서초,방배,반포천(지방) 합류점
한강,봉원천,한강,1025340,지방,서울,마포,노고산,31-123번지,서울,마포,신정,한강(국가) 합류점
한강,홍제천,한강,1025350,지방,서울,종로,평창,복개시점부,서울,마포,망원,한강(국가) 합류점
한강,불광천,한강,1025360,지방,서울,은평,불광,423-5번지,서울,마포,성산,홍제천(지방) 합류점
한강,녹번천,한강,1025370,지방,서울,은평,불광,산42-1번지선,서울,은평,역촌,불광천(지방) 합류점
한강,안양천,한강,1025380,지방,경기,의왕,왕곡,왕곡동 1번국도교,경기,안양 만안,안양,안양천(국가) 기점
한강,왕곡천,한강,1025390,지방,경기,의왕,왕곡,왕곡동,경기,의왕,고천,안양천(지방) 합류점
한강,오전천,한강,1025400,지방,경기,의왕,오전,오전동,경기,의왕,고천,안양천(지방) 합류점
한강,당정천,한강,1025410,지방,경기,군포,당정,당정동,경기,군포,금정,안양천(지방) 합류점
한강,산본천,한강,1025420,지방,경기,군포,산본,산본동,경기,군포,금정,안양천(지방) 합류점
한강,학의천,한강,1025430,지방,경기,의왕,학의,백운저수지 여수로,경기,안양 동안,비산,안양천(지방) 합류점
한강,청계천,한강,1025440,지방,경기,의왕,청계,청계동,경기,의왕,청계,학의천(지방) 합류점
한강,갈현천,한강,1025450,지방,경기,과천,갈현,국군통신사령부 정문,경기,안양 동안,관양,학의천(지방) 합류점
한강,수암천,한강,1025460,지방,경기,안양 만안,안양,안양동,경기,안양 만안,안양,안양천(지방) 합류점
한강,삼성천,한강,1025470,지방,경기,안양 만안,석수,석수동,경기,안양 만안,석수,안양천(국가) 합류점
한강,삼막천,한강,1025480,지방,경기,안양 만안,석수,석수동,경기,안양 만안,석수,삼성천(지방) 합류점
한강,시흥천,한강,1025490,지방,서울,금천,시흥,1016-16번,서울,금천,시흥,안양천(국가) 합류점
한강,가학천,한강,1025510,지방,경기,광명,가학,가학1천 합류점,경기,시흥,무지내,목감천(국가) 합류점
한강,계수천,한강,1025520,지방,경기,시흥,과림,과림저수지,경기,시흥,과림,목감천(국가) 합류점
한강,오류천,한강,1025530,지방,서울,구로,궁,252번지선,서울,구로,개봉,목감천(국가) 합류점
한강,도림천,한강,1025540,지방,서울,관악,신림,808-126번지선,서울,영등포,문래,안양천(국가) 합류점
한강,도림천지류2,한강,1025541,지방,서울,관악,신림,73-5번지선,서울,관악,신림,"808-413,도림천 (지방)합류점"
한강,봉천천,한강,1025550,지방,서울,관악,봉천,239-15번지,서울,관악,신림,도림천(지방) 합류점
한강,대방천,한강,1025560,지방,서울,동작,상도,34-43번지,서울,영등포,도림,도림천(지방) 합류점
한강,향동천,한강,1025570,지방,경기,고양 덕양,향동,향동동,경기,고양 덕양,덕은,한강(국가) 합류점
한강,창릉천,한강,1025580,지방,경기,고양 덕양,효자,신도리,경기,고양 덕양,강매,한강(국가) 합류점
한강,구파발천,한강,1025581,지방,서울,은평,진관,산 109-12,서울,은평,진관,창릉천(지방) 합류점
한강,북한천,한강,1025590,지방,경기,고양 덕양,북한,북한동,경기,은평,진관,창릉천(지방) 합류점
한강,순창천,한강,1025600,지방,경기,고양 덕양,용두,용두동,경기,고양 덕양,용두,창릉천(지방) 합류점
한강,성사천,한강,1025610,지방,경기,고양 덕양,성사,성사동,경기,고양 덕양,강매,창릉천(지방) 합류점
한강,대장천,한강,1025620,지방,경기,고양 덕양,주교,주교동,경기,고양 덕양,토당,신평유수지 합류점
한강,행신천,한강,1025630,지방,경기,고양 덕양,토당,토당동,경기,고양 덕양,토당,신평유수지 합류
한강,청천천,한강,1025650,지방,인천,부평,갈산,192번지,인천,부평,갈산,굴포천(지방) 합류점
한강,갈산천,한강,1025651,지방,인천,부평,갈산,174-3번지,인천,부평,갈산,굴포천(지방) 합류점
한강,계산천,한강,1025660,지방,인천,계양,용종,61-1번지선,인천,계양,병방,굴포천(지방) 합류점
한강,귤현천,한강,1025670,지방,인천,계양,귤현,43-5번지,인천,계양,귤현,방수로 합류점
한강,도촌천,한강,1025680,지방,경기,고양 일산,식사,식사동,경기,고양 덕양,토당,신평유수지 합류점
한강,계양천,한강,1025690,지방,인천,서구,목상,174번지,경기,김포,걸포,한강(국가) 합류점
한강,나진포천,한강,1025700,지방,인천,서구,마전,기점,경기,김포,걸포,계양천(지방) 합류점
한강,대곡천,한강,1025710,지방,인천,서,대곡,91번지,인천,서,대곡,나진포천(지방) 합류점
한강,봉성포천,한강,1025720,지방,경기,김포,양촌,마사리 제11새마을교,경기,김포,양촌,한강(국가) 합류점
한강,거물대천,한강,1025730,지방,경기,김포,통진,가현리 351-3번지,경기,김포,양촌,봉성포천(지방) 합류점
한강,가마지천,한강,1025740,지방,경기,김포,마산,마산동,경기,김포,양촌,봉성포천(지방) 합류점
한강,서암천,한강,1025750,지방,경기,김포,통진,고정리,경기,김포,통진,봉성포천(지방) 합류점
한강,수참천,한강,1025760,지방,경기,김포,하성,원산리,경기,김포,하성,봉성포천(지방) 합류점
한강,석모천,한강,1025770,지방,경기,김포,장기,장기동,경기,김포,양촌,봉성포천(지방) 합류점
한강,장월평천,한강,1025780,지방,경기,고양 일산,대화,대화동 대덕교 하류지점,경기,고양 일산,구산,한강(국가) 합류점
한강,가좌천,한강,1025790,지방,경기,파주,동패,동패동,경기,고양 일산서,덕이,장월평천(지방) 합류천
한강,국사천,한강,1025800,지방,경기,김포,하성,마곡리 76번지,경기,김포,하성,한강(국가) 합류점
한강,공릉천,한강,1025810,지방,경기,양주,장흥,부곡리,경기,고양 일산,지영,공릉천(국가) 합류점
한강,석현천,한강,1025820,지방,경기,양주,장흥,석현리,경기,양주,장흥,공릉천(지방) 합류점
한강,선유천,한강,1025830,지방,경기,고양 덕양,선유,선유동,경기,고양 덕양,선유,공릉천(지방) 합류점
한강,오금천,한강,1025840,지방,경기,고양 덕양,오금,오금동,경기,고양 덕양,신원,공릉천(지방) 합류점
한강,벽제천,한강,1025850,지방,경기,고양 덕양,벽제,벽제동,경기,고양 덕양,선유,공릉천(지방) 합류점
한강,대자천,한강,1025860,지방,경기,고양 덕양,대자,대자동,경기,고양 덕양,관산,공릉천(지방) 합류점
한강,원당천,한강,1025870,지방,경기,고양 덕양,원당,원당리,경기,고양 일산,사리현,공릉천(지방) 합류점
